frame_index,time_s,R_skin_raw,R_normalized,G_skin_raw,G_normalized,B_skin_raw,B_normalized,frame_luminance,face_detected,skin_pixel_count,BVP_detrended,BVP_butterworth,BVP_cheby1,BVP_cheby2,BVP_elliptic,gt_bpm,bisenet_conf,vote_mean,highconf_pct,roi_coverage,green_cv,hair_rej_frac,clust_agree,quality_score,BVP_ham_tight,BVP_ham_adapt,BVP_el_tight,f_p1_adapt,f_p2_adapt,N_ham_mid
17,0.533362366176737,154.837173461914,1.00496389169431,120.921951293945,0.998599377677385,108.240867614746,0.994531201289228,128.260299682617,1,67772,-0.00740805262688776,-0.000289106378024727,0.000233191230292657,-0.00192107909992708,0.000244970519467869,NaN,0.961310505867004,0.765217690688387,0.376040252611698,0.876785344649141,0.357766598463058,0.0733414406955082,0.423198371008676,0.696276208294882,-0.00111349354784009,-0.00113725414210825,-0.00129321408425968,0.817596055136158,3.22842153564043,61
18,0.566697514062784,154.801681518555,1.00473353279067,120.979362487793,0.999073491614801,108.21898651123,0.994330154857834,128.179718017578,1,67926,-0.00963463852868257,-0.000446704340788118,0.000126966236871813,-0.0015419131423283,0.000156249643114944,NaN,0.961717069149017,0.765730353620116,0.377543208786032,0.878777685779342,0.357878625392914,0.0707281101221279,0.422489179401113,0.69675667627196,-0.001175833240654,-0.0011698602220195,-0.00135052631429997,0.817596055136158,3.22842153564043,61
19,0.60003266194883,154.85302734375,1.00506679061989,120.931488037109,0.998678134145394,108.215461730957,0.994297768717212,128.237487792969,1,67845,-0.00804929885004152,-0.000637086770390667,-0.000106882674846426,-0.00099273248401646,-3.9227807628494e-05,NaN,0.961426258087158,0.765996020340482,0.377374898666077,0.877729766093976,0.35803085565567,0.0722417718898779,0.422772496130887,0.696551584313683,-0.00109700971628622,-0.00105440877532509,-0.00127968269857876,0.817596055136158,3.22842153564043,61
20,0.633367809834876,154.83381652832,1.00494210366388,121.011520385742,0.999339058424928,108.154640197754,0.993738932541803,128.012359619141,1,68157,-0.0115490864281421,-0.000624737443749209,-0.000222674453001881,-0.000314157730316974,-0.000119077903644522,NaN,0.961496889591217,0.76586899853769,0.377540091259885,0.881766197474643,0.358437895774841,0.0679336576278203,0.421820209222824,0.697042678729456,-0.00077862409556446,-0.000696534374639622,-0.000957777872585282,0.817596055136158,3.22842153564043,61
21,0.666702957720922,154.887832641602,1.00529269288094,120.955589294434,0.998877167491347,108.156593322754,0.993756878108901,128.278213500977,1,67467,-0.00961863342618646,-0.00021686430174998,1.9600463732323e-05,0.000433858792760978,0.000136183914924343,NaN,0.960705995559692,0.766038705342365,0.377028769620703,0.872839474228938,0.359243214130402,0.076743945352929,0.367201743074392,0.684545557316806,-0.00018256229688552,-6.24892536049789e-05,-0.000322911667211046,0.817596055136158,3.22842153564043,61
22,0.700038105606968,154.900268554688,1.00537340763007,120.986434936523,0.999131897411476,108.113273620605,0.993358851038659,128.056228637695,1,67987,-0.0112218038136709,0.000624619075289162,0.000725404694340031,0.00117135226957677,0.000825792025366951,NaN,0.959972620010376,0.766685787969269,0.378528248047421,0.879566859863382,0.358942806720734,0.0694473193955703,0.367452601232589,0.685709261739674,0.000637211082426213,0.000789314629894121,0.000582262983727613,0.817596055136158,3.22842153564043,61
23,0.733373253493014,154.860504150391,1.00511531850587,120.9130859375,0.998526165664723,108.226417541504,0.994398432132652,128.287872314453,1,67700,-0.007258119139613,0.00173608775193766,0.001788886977245,0.00180996689552507,0.00185880810101757,NaN,0.960155069828033,0.766356474643033,0.376779911373708,0.875853860484372,0.35916593670845,0.0737166218174291,0.367799113737075,0.685075225642241,0.00153350116488147,0.00170752677711009,0.00160238123852334,0.817596055136158,3.22842153564043,61
24,0.76670840137906,154.893814086914,1.00533151518973,120.902526855469,0.998438966503344,108.203674316406,0.994189464415781,128.191513061523,1,67832,-0.00718848971191016,0.00279551421016993,0.00290800664560846,0.002261605846898,0.00295601266003097,NaN,0.959438562393188,0.76628041828832,0.37644474584267,0.877561581453115,0.35923770070076,0.0722805837300766,0.367584620827928,0.685067755024734,0.00229917981363185,0.00248142384605603,0.00250353817579376,0.817596055136158,3.22842153564043,61
25,0.800043549265106,154.848297119141,1.00503608930427,120.95581817627,0.998879057646579,108.195892333984,0.994117962546875,128.289932250977,1,67398,-0.00909264320167419,0.00343849397486306,0.00368927417029569,0.00245522522783009,0.00374042220070678,NaN,0.95992910861969,0.766006904260265,0.375782664174011,0.871946801904368,0.3592649102211,0.0792020285655144,0.367088044155613,0.683928942267616,0.00272625652834005,0.00290047592921096,0.00304203492359979,0.817596055136158,3.22842153564043,61
26,0.833378697151152,154.854644775391,1.0050772884891,120.928504943848,0.998653499122201,108.216842651367,0.994310456793949,128.263610839844,1,67390,-0.00788772550851746,0.00339709375705635,0.00379912864743718,0.00235004550296872,0.0038763098360762,NaN,0.959518730640411,0.765558688232675,0.37367561952812,0.871843303663838,0.359501451253891,0.0790985303249845,0.369446505416234,0.684224956537887,0.00267162826220494,0.00282048792638037,0.00304390578429964,0.817596055136158,3.22842153564043,61
27,0.866713845037198,154.869689941406,1.00517493848007,120.931221008301,0.99867592896429,108.199096679688,0.994147404492895,128.289459228516,1,67109,-0.00820393376015305,0.00260408992985831,0.00309849111123865,0.00194562514444168,0.00320493420736923,NaN,0.959794402122498,0.765456198125438,0.373467046148803,0.868207927965225,0.359110176563263,0.0831478989857172,0.369384136255942,0.683613003569186,0.00210681001099809,0.00221357918969066,0.00246683993507992,0.817596055136158,3.22842153564043,61
28,0.900048992923244,154.957183837891,1.00574281378252,120.925010681152,0.998624642752322,108.117813110352,0.993400560462187,128.115676879883,1,67393,-0.00904115187094479,0.00122146943898447,0.0017047917755416,0.00128734936217086,0.00182125540475105,NaN,0.960279166698456,0.765994490031111,0.375261525677741,0.871882115504036,0.359098792076111,0.0793055268060443,0.36845072930423,0.684269951252715,0.00113356510474421,0.00118391000293024,0.00142281184787999,0.817596055136158,3.22842153564043,61
29,0.933384140809291,155.035247802734,1.00624948452674,121.072761535645,0.999844800959896,107.891998291016,0.991325744466232,127.745658874512,1,67112,-0.0169796349514691,-0.000416486349671346,-4.31144352186888e-05,0.000460297498250471,5.26754612303013e-05,NaN,0.960878849029541,0.767438510748202,0.380170461318393,0.868246739805423,0.35967481136322,0.0847779962740633,0.365389200143044,0.683220775031784,-4.11810731924863e-05,-5.7594532563508e-05,0.000151350954799726,0.817596055136158,3.22842153564043,61
30,0.966719288695337,155.036727905273,1.00625909106743,121.011413574219,0.999338176352486,107.951858520508,0.991875748057835,127.796730041504,1,67647,-0.0141146067386977,-0.00191943305335415,-0.00170155228145428,-0.00041903073130089,-0.00164610199165849,NaN,0.960997521877289,0.767572841367688,0.380977722589324,0.875168184640861,0.359211176633835,0.0753725936659077,0.36641684036247,0.684987701828809,-0.0011634481351486,-0.00125179431690571,-0.0010504361861508,0.817596055136158,3.22842153564043,61
31,1.00005443658138,155.011917114258,1.00609805771519,121.051544189453,0.999669583569869,107.936531066895,0.991734917416039,127.791404724121,1,67462,-0.0156698074551812,-0.0029660618166599,-0.00287287940575017,-0.00122523384614114,-0.00285455362600255,NaN,0.9603231549263,0.764761396539286,0.376093208028223,0.872774787828607,0.358896642923355,0.0767827571931277,0.392398683703418,0.689227563629216,-0.002003943550884,-0.00216373775956344,-0.00191728811623807,0.817596055136158,3.22842153564043,61
32,1.03338958446743,155.014022827148,1.00611172475246,121.02645111084,0.999462359551243,107.959510803223,0.991946058228926,127.814910888672,1,67514,-0.0145138996483802,-0.00338984080149536,-0.00333311399873388,-0.00184017648721402,-0.00332680951862186,103,0.960077702999115,0.764562411746699,0.373878010486714,0.873447526392051,0.359825491905212,0.0757995239080936,0.393236958260509,0.689451375925925,-0.0024193376533705,-0.00264452430158088,-0.00229170785769023,0.817596055136158,3.22842153564043,61
33,1.06672473235347,154.973892211914,1.00585125875221,121.079231262207,0.999898229347794,107.946884155273,0.991830042941633,127.997451782227,1,66946,-0.0164633411300575,-0.00320350817410372,-0.003092011720746,-0.00217688263151165,-0.00307104622354139,103,0.960738599300385,0.763715034007509,0.373614555014489,0.866099151314428,0.358980655670166,0.0843381287518112,0.391240701460879,0.687681696318484,-0.00238330083751002,-0.00266294314719206,-0.00216251196598044,0.817596055136158,3.22842153564043,61
34,1.10005988023952,155.051010131836,1.0063517892333,121.044708251953,0.9996131309336,107.904296875,0.991438745459052,127.816825866699,1,67645,-0.0158374815573779,-0.00256924004221637,-0.00236891740667191,-0.00219186632050206,-0.00232445765451664,103,0.961596131324768,0.764205287407298,0.375179244585705,0.875142310080729,0.358142763376236,0.0729403850134548,0.39185453470323,0.689940535651145,-0.0019788577662029,-0.00229824216240572,-0.00165433133221943,0.817596055136158,3.22842153564043,61
35,1.13339502812557,154.996536254883,1.00599822892117,121.084587097168,0.999942458980228,107.918869018555,0.991572636213572,127.856025695801,1,67407,-0.0169964834657515,-0.00173426480580356,-0.00149756185732743,-0.00189481230555408,-0.00144725683622276,103,0.9611496925354,0.763659560579762,0.375435785600902,0.872063237424964,0.357921987771988,0.0764851997516042,0.392629845565001,0.689307672402546,-0.00135784215953728,-0.00169979881061707,-0.000973018456008578,0.817596055136158,3.22842153564043,61
36,1.16673017601161,154.969955444336,1.00582570733469,121.035224914551,0.999534815501812,107.994819641113,0.992270480434118,127.904838562012,1,68101,-0.0143296151402827,-0.000950455536513495,-0.000795992255354697,-0.00134475475235784,-0.000771153563574901,103,0.963684678077698,0.765402368051375,0.377982702162964,0.882183014663972,0.357406705617905,0.0655344836520027,0.386984038413533,0.690912933428086,-0.000684698485573256,-0.00103099376623881,-0.000329227105998455,0.817596055136158,3.22842153564043,61
37,1.20006532389766,154.940048217773,1.00563159579078,121.017601013184,0.999389273548931,108.04231262207,0.992706852134058,128.070388793945,1,67260,-0.0131095768434107,-0.000395062633297544,-0.000449224407466803,-0.000641183136247623,-0.000472681765227252,103,0.964077472686768,0.765095648726336,0.377356526910497,0.871288667806622,0.357255727052689,0.0787994196590497,0.386723163841808,0.688775223539873,-8.6230765663634e-05,-0.000418902061998984,0.000130912591864186,0.817596055136158,3.22842153564043,61
38,1.23340047178371,154.871276855469,1.00518523827628,121.017051696777,0.999384737176373,108.111679077148,0.99334420016552,127.960266113281,1,67701,-0.0121850516274803,-0.000114870473246261,-0.000449056759623074,9.53415184987866e-05,-0.000517364846807696,103,0.963357031345367,0.764858224644638,0.38055567864581,0.87700139903622,0.35684609413147,0.0718819627959998,0.386788969143735,0.689667582546656,0.000375285974703757,7.27578352535234e-05,0.000363648699165563,0.817596055136158,3.22842153564043,61
39,1.26673561966975,154.88835144043,1.00529606012201,121.017349243164,0.999387194378175,108.094284057617,0.993184372458554,127.985916137695,1,67594,-0.0124148308685897,-1.91164298626148e-05,-0.000616331522693403,0.000743762603836533,-0.000701466272176935,103,0.963295519351959,0.764412028681047,0.381306033079859,0.875615316855796,0.356623858213425,0.0733975853671175,0.38661715536882,0.689286102989224,0.000698924157203222,0.000440600292452976,0.000422160153156992,0.817596055136158,3.22842153564043,61
40,1.3000707675558,154.868209838867,1.00516533193938,121.020538330078,0.999413530541078,108.11124420166,0.993340204472846,127.725158691406,1,67922,-0.0122970689863721,6.59976333023447e-05,-0.000698896498127542,0.00120447893533894,-0.000766252876592313,103,0.962597966194153,0.763836950227221,0.383130649863078,0.879864241670553,0.356205195188522,0.0680993833877403,0.386575778098407,0.689836135871625,0.000917895915877189,0.000714579154732474,0.000413362278684337,0.817596055136158,3.22842153564043,61
41,1.33340591544184,154.920196533203,1.00550274930168,121.082870483398,0.999928282815986,107.996940612793,0.992289968198388,128.221939086914,1,66744,-0.0158894106953856,0.000298104175043807,-0.000504331893854192,0.00141493114489251,-0.000536466770307371,103,0.957467138767242,0.767020256502457,0.385113268608414,0.864604383646821,0.356619983911514,0.0787216954246334,0.371479084262256,0.684471181576812,0.0010637587889009,0.000922446192106923,0.000438319065592425,0.817596055136158,3.22842153564043,61
42,1.36674106332789,154.863754272461,1.00513641328079,121.006423950195,0.999296970968424,108.129844665527,0.993511107959505,128.248489379883,1,67768,-0.0115644044247813,0.000722065485025556,-6.36338152311582e-06,0.00136137677997057,-1.30694243555355e-05,103,0.963671565055847,0.770742336599378,0.389977570534766,0.877130764551326,0.354787111282349,0.0687539638368646,0.360538897414709,0.686173503852881,0.00113986459227601,0.00106352370606913,0.000540983694012205,0.817596055136158,3.22842153564043,61
43,1.40007621121394,154.85725402832,1.00509422373094,120.973129272461,0.99902201638731,108.169616699219,0.993876538589511,128.353668212891,1,67546,-0.00991238026310254,0.00123029303113534,0.000628813620342468,0.00107662024818369,0.000616957049657495,103,0.964068830013275,0.770995568452117,0.390903976549315,0.874257387297602,0.354854106903076,0.0717826587799796,0.359769638468599,0.685685023482665,0.00111645436929545,0.00110409036172091,0.000686433114515733,0.817596055136158,3.22842153564043,61
44,1.43341135909998,154.856414794922,1.00508877672333,120.992141723633,0.999179025281933,108.151435852051,0.993709490595783,128.319427490234,1,67574,-0.0107876260538728,0.00160721882020078,0.00111453620362751,0.000634066875690103,0.00106752054323086,103,0.963586390018463,0.768303390850524,0.384659780388907,0.874619795239513,0.355112314224243,0.0709931271922445,0.359798147216385,0.685158004767239,0.000949236443664199,0.000996334752437584,0.000779164135413679,0.817596055136158,3.22842153564043,61
45,1.46674650698603,154.837768554688,1.00496775411789,120.97119140625,0.99900601307301,108.191040039062,0.994073379028616,128.376861572266,1,67332,-0.00955668319830871,0.00163869689567178,0.00118395648779743,0.000131265904527656,0.00109183998678528,103,0.964328706264496,0.768470662785402,0.38475019307313,0.871487555170138,0.355722337961197,0.0747595811599643,0.35861106160518,0.684536988458646,0.000612012589858785,0.000711245035529884,0.000711137749218376,0.817596055136158,3.22842153564043,61
46,1.50008165487207,154.803466796875,1.0047451200614,120.97615814209,0.99904702944155,108.220352172852,0.994342702734828,128.472991943359,1,67700,-0.00933927374179755,0.00123079543345508,0.000732146040275886,-0.000330035163607551,0.000611389657969277,103,0.96368932723999,0.769158050221566,0.385805022156573,0.876250630978113,0.355627447366714,0.0692975757497314,0.360162481536189,0.685698826041591,0.000127086571644033,0.000269150123353514,0.000418172264029291,0.817596055136158,3.22842153564043,61
47,1.53341680275812,154.829895019531,1.00491665128286,120.971649169922,0.999009793383475,108.19847869873,0.994141726403306,128.377349853516,1,67544,-0.00946353497724517,0.000476688285523089,-0.000111185492779803,-0.000662810732949737,-0.000227297825569806,103,0.964112758636475,0.768792688222986,0.385348809664811,0.874231501016037,0.354901105165482,0.0715367391051112,0.359498993248845,0.685240647696667,-0.000422451248462865,-0.000247978971087141,-7.81421709711412e-05,0.817596055136158,3.22842153564043,61
48,1.56675195064417,154.861038208008,1.00511878478344,121.018623352051,0.999397716242301,108.120384216309,0.993424184118874,128.311935424805,1,67594,-0.0120648636182569,-0.000364300575247447,-0.00101876383254419,-0.0008121539673628,-0.00110059130706037,103,0.963493764400482,0.768865086644771,0.384501582980738,0.874878658055164,0.354302823543549,0.0714202508380684,0.359647305973903,0.685148679489764,-0.000907054173842931,-0.000710977907810425,-0.000662648145997487,0.817596055136158,3.22842153564043,61
49,1.60008709853021,154.925369262695,1.00553632267586,120.98974609375,0.999159241657169,108.084899902344,0.993098149616638,128.217102050781,1,67411,-0.0115387943415284,-0.000968826428692216,-0.00160076016888389,-0.000763594648999005,-0.00163919307451129,103,0.963204145431519,0.76888539456963,0.384150954591981,0.872510063291958,0.355190634727478,0.0750961028203104,0.358591327824836,0.684281004385523,-0.00118877103643017,-0.000981731526221232,-0.0011589897508282,0.817596055136158,3.22842153564043,61
50,1.63342224641626,155.015090942383,1.0061186573076,120.937957763672,0.998731562533292,108.046913146973,0.992749122356558,128.133636474609,1,67828,-0.0102674882994006,-0.00108692995437211,-0.00157754598444269,-0.000544897450004486,-0.00158922022778081,103,0.961919844150543,0.77051266930078,0.387922391932535,0.877907352998279,0.354857891798019,0.069763528817903,0.359851388806982,0.685390608048324,-0.00116961676372505,-0.000961786992119937,-0.00139128159952168,0.817596055136158,3.22842153564043,61
51,1.6667573943023,155.11491394043,1.00676655410367,120.868934631348,0.998161554720428,108.016166687012,0.992466619874509,128.145706176758,1,67716,-0.0083165246327388,-0.000652543790559191,-0.000909867295516094,-0.000216994019694592,-0.000925742349921907,103,0.965467572212219,0.770251245397444,0.386112587866974,0.876457721230634,0.354879349470139,0.0702812544492046,0.247873471557682,0.663746835732207,-0.000831554711058727,-0.000632513273060082,-0.0012513451819127,0.817596055136158,3.22842153564043,61
52,1.70009254218835,155.204879760742,1.00735047331944,120.878288269043,0.998238799064251,107.916847229004,0.991554059747631,128.166397094727,1,67607,-0.00991602954409909,0.000181572593220032,0.000175348246578429,0.000139538619501368,0.000129250276658394,103,0.965351164340973,0.769836456777158,0.384693892644253,0.875046918885337,0.354828923940659,0.0710966723185048,0.248983093466653,0.663726233563045,-0.000251619300023762,-7.02759225751313e-05,-0.000745157300275142,0.817596055136158,3.22842153564043,61
53,1.7334276900744,155.128372192383,1.00685390429843,120.844169616699,0.997957039924301,108.027481079102,0.992570577983908,128.240097045898,1,67471,-0.00731689815587644,0.00109969974721702,0.00127705877686605,0.000444322056297638,0.00119769196346466,103,0.965871632099152,0.769120560438312,0.383172029464511,0.873286651738911,0.354722499847412,0.0732840631107545,0.248343732863008,0.663235316587331,0.000415390108389944,0.00057090806023739,-4.81049984845001e-07,0.817596055136158,3.22842153564043,61
54,1.76676283796044,155.081298828125,1.00654837668977,120.805480957031,0.997637540684881,108.113220214844,0.993358360339558,128.280685424805,1,67794,-0.0048856393751478,0.00174773826283883,0.00198878251097812,0.000633259038229384,0.00189898814369921,103,0.965142905712128,0.770417244397243,0.388190695341771,0.877467286211672,0.356296330690384,0.0697505856771204,0.2483553116795,0.663880143935041,0.000982173720856204,0.00110469351645354,0.000768888307576544,0.817596055136158,3.22842153564043,61
55,1.80009798584649,155.139617919922,1.0069268942004,120.74698638916,0.997154480012699,108.113380432129,0.993359832436859,128.283264160156,1,67461,-0.00289173021226058,0.00187532767929585,0.00206716372138298,0.000673444993227265,0.00200325500826439,103,0.96473902463913,0.768834338852572,0.384725989831162,0.873157220331086,0.357455432415009,0.0749666714124849,0.248410192555699,0.662638995015439,0.00128721594003892,0.00137083517923736,0.00133205116298196,0.817596055136158,3.22842153564043,61
56,1.83343313373253,155.203002929688,1.0073382918297,120.753471374512,0.997208034410946,108.043502807617,0.992717787714008,128.011627197266,1,67461,-0.00401208384706725,0.00143362037388017,0.001524416988458,0.000568034281372039,0.00151337548046397,103,0.964001059532166,0.768898573496786,0.38684573309023,0.873157220331086,0.359391659498215,0.0764551326024773,0.246794444197388,0.66190604720548,0.00124611459013923,0.00128661694341207,0.00151884491787815,0.817596055136158,3.22842153564043,61
57,1.86676828161858,155.255447387695,1.00767868028706,120.805213928223,0.997635335503777,107.939338684082,0.991760714168743,127.642593383789,1,66932,-0.00711337381654759,0.000584082182344538,0.000605713535226407,0.000353797340775101,0.000647230064963977,103,0.964823067188263,0.767042172154824,0.383314408653559,0.866265450074419,0.361329138278961,0.0859121206238271,0.243411223331142,0.659550506594447,0.000878316254063711,0.000873537628678433,0.00127857891689637,0.817596055136158,3.22842153564043,61
58,1.90010342950463,155.254867553711,1.00767491689998,120.775535583496,0.997390245375332,107.969573974609,0.992038519959403,127.352554321289,1,67463,-0.00570779780918645,-0.000383310555208525,-0.000331763245646798,9.10047958542166e-05,-0.000266001263900637,103,0.963535845279694,0.766400347844992,0.384610823710775,0.873137902025497,0.362576991319656,0.0766064841778295,0.243170330403332,0.660541059501135,0.000300305011491091,0.000250441343641289,0.000698018385827131,0.817596055136158,3.22842153564043,61
