timestamp,offset_seconds,heart_rate,hrv_sdnn,lux,ev,iso,shutter_speed_seconds,aperture,frame_luminance,frame_luminance_normalized
2026-04-07T22:04:35.174Z,0.022,,,397.7,7.31,121,0.018684,1.9,117,0.4589
2026-04-07T22:04:36.176Z,1.023,103,,397.7,7.31,121,0.018684,1.9,117,0.4589
2026-04-07T22:04:37.188Z,2.036,103,,397.7,7.31,121,0.018684,1.9,117,0.4589
2026-04-07T22:04:38.208Z,3.056,103,,427.8,7.42,113,0.018684,1.9,117,0.4589
2026-04-07T22:04:39.260Z,4.108,103,,427.8,7.42,113,0.018684,1.9,117.3,0.4601
2026-04-07T22:04:40.293Z,5.14,103,,427.8,7.42,113,0.018684,1.9,117.3,0.4601
2026-04-07T22:04:41.357Z,6.204,103,,453.2,7.5,107,0.018684,1.9,117.3,0.4601
2026-04-07T22:04:42.417Z,7.264,103,,453.2,7.5,107,0.018684,1.9,117.6,0.4612
2026-04-07T22:04:43.424Z,8.271,103,,453.2,7.5,107,0.018684,1.9,117.6,0.4612
2026-04-07T22:04:44.470Z,9.317,103,,453.2,7.5,107,0.018684,1.9,118.9,0.4661
2026-04-07T22:04:45.481Z,10.328,99,,453.2,7.5,107,0.018684,1.9,118.9,0.4661
2026-04-07T22:04:46.508Z,11.356,99,,453.2,7.5,107,0.018684,1.9,118.9,0.4661
2026-04-07T22:04:47.511Z,12.358,99,,453.2,7.5,107,0.018684,1.9,117.8,0.4619
2026-04-07T22:04:48.512Z,13.359,99,,453.2,7.5,107,0.018684,1.9,117.8,0.4619
2026-04-07T22:04:49.516Z,14.363,99,,453.2,7.5,107,0.018684,1.9,117.8,0.4619
2026-04-07T22:04:50.562Z,15.41,103,,453.2,7.5,107,0.018684,1.9,118.6,0.4653
2026-04-07T22:04:51.569Z,16.416,103,,453.2,7.5,107,0.018684,1.9,118.6,0.4653
2026-04-07T22:04:52.622Z,17.469,103,,453.2,7.5,107,0.018684,1.9,118.6,0.4653
2026-04-07T22:04:53.622Z,18.469,103,,453.2,7.5,107,0.018684,1.9,118.2,0.4634
2026-04-07T22:04:54.678Z,19.526,103,,453.2,7.5,107,0.018684,1.9,118.2,0.4634
2026-04-07T22:04:55.725Z,20.572,104,,453.2,7.5,107,0.018684,1.9,118.2,0.4634
2026-04-07T22:04:56.749Z,21.596,104,,453.2,7.5,107,0.018684,1.9,118.6,0.4649
2026-04-07T22:04:57.796Z,22.643,104,,453.2,7.5,107,0.018684,1.9,118.6,0.4649
2026-04-07T22:04:58.823Z,23.67,104,,453.2,7.5,107,0.018684,1.9,118.6,0.4649
2026-04-07T22:04:59.826Z,24.674,104,,453.2,7.5,107,0.018684,1.9,118.6,0.4649
2026-04-07T22:05:00.841Z,25.689,107,,453.2,7.5,107,0.018684,1.9,118.9,0.4663
2026-04-07T22:05:01.859Z,26.706,107,,453.2,7.5,107,0.018684,1.9,118.9,0.4663
2026-04-07T22:05:02.924Z,27.771,107,,453.2,7.5,107,0.018684,1.9,119.1,0.4671
2026-04-07T22:05:03.959Z,28.806,107,,453.2,7.5,107,0.018684,1.9,119.1,0.4671
2026-04-07T22:05:04.974Z,29.822,107,,453.2,7.5,107,0.018684,1.9,119.1,0.4671
2026-04-07T22:05:06.006Z,30.854,102,,453.2,7.5,107,0.018684,1.9,119.2,0.4674
2026-04-07T22:05:07.014Z,31.861,102,,453.2,7.5,107,0.018684,1.9,119.2,0.4674
2026-04-07T22:05:08.015Z,32.862,102,,453.2,7.5,107,0.018684,1.9,119.2,0.4674
2026-04-07T22:05:09.082Z,33.929,102,,453.2,7.5,107,0.018684,1.9,119.2,0.4674
2026-04-07T22:05:10.118Z,34.965,102,,453.2,7.5,107,0.018684,1.9,119,0.4666
2026-04-07T22:05:11.120Z,35.967,106,,453.2,7.5,107,0.018684,1.9,119,0.4666
2026-04-07T22:05:12.147Z,36.995,106,,453.2,7.5,107,0.018684,1.9,119,0.4666
2026-04-07T22:05:13.181Z,38.028,106,,453.2,7.5,107,0.018684,1.9,119.2,0.4673
2026-04-07T22:05:14.237Z,39.085,106,,453.2,7.5,107,0.018684,1.9,119.2,0.4673
2026-04-07T22:05:15.245Z,40.092,106,,453.2,7.5,107,0.018684,1.9,119,0.4668
2026-04-07T22:05:16.283Z,41.131,106,,453.2,7.5,107,0.018684,1.9,119,0.4668
2026-04-07T22:05:17.292Z,42.14,103,,453.2,7.5,107,0.018684,1.9,119,0.4668
2026-04-07T22:05:18.338Z,43.185,103,,453.2,7.5,107,0.018684,1.9,119.4,0.4683
2026-04-07T22:05:19.404Z,44.252,103,,453.2,7.5,107,0.018684,1.9,119.4,0.4683
2026-04-07T22:05:20.451Z,45.298,103,,496.4,7.63,97,0.018684,1.9,119.4,0.4683
2026-04-07T22:05:21.474Z,46.321,103,,496.4,7.63,97,0.018684,1.9,119.1,0.4672
2026-04-07T22:05:22.541Z,47.388,103,,496.4,7.63,97,0.018684,1.9,119.1,0.4672
2026-04-07T22:05:23.564Z,48.412,103,,496.4,7.63,97,0.018684,1.9,119.1,0.4672
2026-04-07T22:05:24.624Z,49.471,103,,496.4,7.63,97,0.018684,1.9,119.4,0.4681
2026-04-07T22:05:25.663Z,50.51,103,,496.4,7.63,97,0.018684,1.9,119.4,0.4681
2026-04-07T22:05:26.691Z,51.539,102,,496.4,7.63,97,0.018684,1.9,119.4,0.4681
2026-04-07T22:05:27.732Z,52.579,102,,496.4,7.63,97,0.018684,1.9,119.4,0.4684
2026-04-07T22:05:28.792Z,53.639,102,,496.4,7.63,97,0.018684,1.9,119.4,0.4684
2026-04-07T22:05:29.795Z,54.642,102,,496.4,7.63,97,0.018684,1.9,119.4,0.4684
2026-04-07T22:05:30.811Z,55.659,102,,496.4,7.63,97,0.018684,1.9,120,0.4707
2026-04-07T22:05:31.835Z,56.682,101,,496.4,7.63,97,0.018684,1.9,120,0.4707
2026-04-07T22:05:32.836Z,57.683,101,,496.4,7.63,97,0.018684,1.9,120,0.4707
2026-04-07T22:05:33.898Z,58.745,101,,496.4,7.63,97,0.018684,1.9,118,0.4626
2026-04-07T22:05:34.963Z,59.81,101,,496.4,7.63,97,0.018684,1.9,118,0.4626
