frame_index,time_s,R_skin_raw,R_normalized,G_skin_raw,G_normalized,B_skin_raw,B_normalized,frame_luminance,face_detected,skin_pixel_count,BVP_detrended,BVP_butterworth,BVP_cheby1,BVP_cheby2,BVP_elliptic,gt_bpm,bisenet_conf,vote_mean,highconf_pct,roi_coverage,green_cv,hair_rej_frac,clust_agree,quality_score
11,0.3333514788604609,154.84661865234375,1.0050251952890508,120.89556121826172,0.9983814427791095,108.25782775878906,0.9946870333035195,128.3650665283203,1.0,67887.0,-0.006328334435071525,-0.0005957476783284735,-0.000638966203327299,-0.0004760399863109778,-0.0007228082931623511,,0.9586456418037415,0.7640441714417586,0.3719710695714938,0.8805400988365306,0.35773342847824097,0.06927636613616613,0.4295520497296979,0.69729643610344
12,0.366686626746507,154.8109130859375,1.0047934498743774,120.93766784667969,0.9987291683366641,108.25141906738281,0.9946281494114794,128.28836059570312,1.0,67842.0,-0.007834960336784547,-0.000967585290932152,-0.0009978464609688101,-0.0010727088392022833,-0.001020566892638537,,0.9594805240631104,0.7642315969458447,0.37271896465316473,0.8799564185376862,0.35761624574661255,0.0685629791042453,0.4297190530939536,0.697690184367058
13,0.4000217746325531,154.8609619140625,1.005118289600928,120.90740203857422,0.9984792268097898,108.23165893554688,0.9944465907443559,128.33470153808594,1.0,67538.0,-0.007057513244697278,-0.001042028050602026,-0.0010222335455728783,-0.0015656867754265896,-0.0009906737917083019,,0.9603907465934753,0.7635553318132015,0.37164263081524473,0.8760133338521603,0.35800185799598694,0.07346589361453754,0.4285291243448133,0.6967600349016457
14,0.4333569225185992,154.8873291015625,1.005289424676379,120.97555541992188,0.9990420520327714,108.13712310791016,0.9935779832368934,128.14308166503906,1.0,68120.0,-0.010591317152513935,-0.0008560314816653842,-0.0007397195364758886,-0.001919822859463598,-0.0006851693400710413,,0.960080087184906,0.7647093364650616,0.37435408103347034,0.8835622657172134,0.35686275362968445,0.0653073401040248,0.4286699941280094,0.6982467134981967
15,0.4666920704046453,154.86798095703125,1.0051638463918466,120.87781524658203,0.9982348927434378,108.25421905517578,0.9946538760643112,128.42141723632812,1.0,68087.0,-0.005748443750034582,-0.0005537551621487488,-0.00030185779835060204,-0.0021072973101512317,-0.00025690715986676437,,0.9611402750015259,0.7662206686543197,0.37684139409872663,0.8808605878700062,0.35761573910713196,0.06911095011384806,0.4234435354766696,0.6971601575583637
16,0.5000272182906914,154.86744689941406,1.0051603801142768,120.90956115722656,0.9984970572741472,108.22298431396484,0.9943668871904874,128.2509307861328,1.0,68475.0,-0.007225365921572691,-0.0003218242118805344,7.897076904818998e-05,-0.0021109385272183962,0.00010051824799862831,,0.9610695242881775,0.7656030181331386,0.37676524278933915,0.8858802525357069,0.35819125175476074,0.0640654108880149,0.42308871851040525,0.6977552626586708
17,0.5333623661767375,154.83717346191406,1.0049638916943144,120.92195129394531,0.9985993776773848,108.2408676147461,0.9945312012892278,128.2602996826172,1.0,67772.0,-0.007408052626887762,-0.00028910637802472726,0.00023319123029265658,-0.0019210790999270812,0.000244970519467869,,0.9613105058670044,0.7652176906883866,0.37604025261169804,0.8767853446491409,0.35776659846305847,0.07334144069550817,0.42319837100867613,0.6962762082948823
18,0.5666975140627836,154.8016815185547,1.0047335327906692,120.97936248779297,0.9990734916148006,108.21898651123047,0.9943301548578338,128.17971801757812,1.0,67926.0,-0.009634638528682571,-0.00044670434078811813,0.00012696623687181324,-0.0015419131423282978,0.00015624964311494385,,0.9617170691490173,0.765730353620116,0.37754320878603187,0.8787776857793418,0.3578786253929138,0.07072811012212793,0.42248917940111297,0.6967566762719596
19,0.6000326619488296,154.85302734375,1.0050667906198896,120.93148803710938,0.9986781341453941,108.21546173095703,0.9942977687172118,128.23748779296875,1.0,67845.0,-0.00804929885004152,-0.0006370867703906668,-0.00010688267484642646,-0.00099273248401646,-3.922780762849399e-05,,0.9614262580871582,0.765996020340482,0.3773748986660771,0.8777297660939763,0.35803085565567017,0.07224177188987788,0.4227724961308866,0.6965515843136828
20,0.6333678098348757,154.8338165283203,1.004942103663875,121.01152038574219,0.999339058424928,108.1546401977539,0.9937389325418029,128.01235961914062,1.0,68157.0,-0.011549086428142064,-0.0006247374437492091,-0.0002226744530018815,-0.0003141577303169736,-0.00011907790364452234,,0.961496889591217,0.76586899853769,0.37754009125988525,0.8817661974746429,0.3584378957748413,0.06793365762782033,0.42182020922282376,0.6970426787294557
21,0.6667029577209218,154.88783264160156,1.005292692880945,120.9555892944336,0.9988771674913471,108.1565933227539,0.9937568781089009,128.27821350097656,1.0,67467.0,-0.009618633426186463,-0.00021686430174997967,1.960046373232297e-05,0.00043385879276097825,0.00013618391492434267,,0.9607059955596924,0.766038705342365,0.3770287696207035,0.8728394742289382,0.3592432141304016,0.076743945352929,0.3672017430743919,0.6845455573168059
22,0.7000381056069679,154.9002685546875,1.0053734076300727,120.98643493652344,0.9991318974114763,108.11327362060547,0.9933588510386586,128.0562286376953,1.0,67987.0,-0.011221803813670939,0.0006246190752891625,0.0007254046943400307,0.0011713522695767657,0.0008257920253669505,,0.959972620010376,0.7666857879692687,0.37852824804742086,0.8795668598633823,0.35894280672073364,0.06944731939557028,0.3674526012325886,0.6857092617396743
23,0.733373253493014,154.86050415039062,1.005115318505868,120.9130859375,0.9985261656647234,108.2264175415039,0.9943984321326517,128.28787231445312,1.0,67700.0,-0.007258119139612995,0.0017360877519376622,0.0017888869772449986,0.0018099668955250691,0.0018588081010175739,,0.9601550698280334,0.766356474643033,0.37677991137370753,0.8758538604843717,0.3591659367084503,0.0737166218174291,0.36779911373707536,0.6850752256422413
24,0.76670840137906,154.89381408691406,1.005331515189728,120.90252685546875,0.9984389665033435,108.20367431640625,0.9941894644157809,128.19151306152344,1.0,67832.0,-0.007188489711910162,0.0027955142101699307,0.0029080066456084624,0.0022616058468979986,0.0029560126600309705,,0.9594385623931885,0.7662804182883202,0.3764447458426701,0.8775615814531152,0.3592377007007599,0.07228058373007659,0.3675846208279278,0.6850677550247345
25,0.8000435492651062,154.84829711914062,1.0050360893042705,120.95581817626953,0.9988790576465794,108.19589233398438,0.9941179625468751,128.28993225097656,1.0,67398.0,-0.009092643201674189,0.0034384939748630604,0.0036892741702956875,0.0024552252278300895,0.0037404222007067765,,0.9599291086196899,0.7660069042602649,0.37578266417401107,0.8719468019043676,0.35926491022109985,0.07920202856551439,0.3670880441556129,0.6839289422676157
26,0.8333786971511523,154.85464477539062,1.0050772884891013,120.92850494384766,0.9986534991222008,108.21684265136719,0.9943104567939489,128.26361083984375,1.0,67390.0,-0.007887725508517462,0.00339709375705635,0.0037991286474371834,0.0023500455029687194,0.0038763098360762014,,0.9595187306404114,0.7655586882326754,0.3736756195281199,0.8718433036638377,0.359501451253891,0.07909853032498447,0.36944650541623386,0.6842249565378872
27,0.8667138450371984,154.86968994140625,1.0051749384800703,120.93122100830078,0.9986759289642898,108.1990966796875,0.9941474044928952,128.28945922851562,1.0,67109.0,-0.008203933760153048,0.002604089929858312,0.0030984911112386486,0.0019456251444416772,0.003204934207369226,,0.9597944021224976,0.7654561981254377,0.3734670461488027,0.8682079279652246,0.35911017656326294,0.08314789898571724,0.36938413625594185,0.6836130035691855
28,0.9000489929232445,154.95718383789062,1.005742813782522,120.92501068115234,0.9986246427523222,108.11781311035156,0.993400560462187,128.1156768798828,1.0,67393.0,-0.009041151870944786,0.0012214694389844716,0.0017047917755416,0.0012873493621708603,0.0018212554047510536,,0.9602791666984558,0.765994490031111,0.375261525677741,0.8718821155040364,0.35909879207611084,0.0793055268060443,0.3684507293042304,0.6842699512527152
29,0.9333841408092906,155.03524780273438,1.0062494845267393,121.07276153564453,0.9998448009598964,107.89199829101562,0.9913257444662325,127.74565887451172,1.0,67112.0,-0.016979634951469147,-0.00041648634967134595,-4.311443521868885e-05,0.000460297498250471,5.2675461230301286e-05,,0.960878849029541,0.7674385107482019,0.38017046131839316,0.8682467398054233,0.3596748113632202,0.08477799627406334,0.3653892001430445,0.6832207750317844
30,0.9667192886953366,155.03672790527344,1.0062590910674332,121.01141357421875,0.9993381763524862,107.95185852050781,0.9918757480578352,127.7967300415039,1.0,67647.0,-0.014114606738697688,-0.0019194330533541452,-0.0017015522814542788,-0.00041903073130089043,-0.0016461019916584909,,0.9609975218772888,0.7675728413676882,0.380977722589324,0.8751681846408611,0.35921117663383484,0.07537259366590768,0.36641684036246985,0.6849877018288086
31,1.0000544365813828,155.0119171142578,1.0060980577151857,121.05154418945312,0.9996695835698693,107.93653106689453,0.9917349174160394,127.7914047241211,1.0,67462.0,-0.015669807455181206,-0.0029660618166598963,-0.002872879405750171,-0.0012252338461411372,-0.002854553626002545,,0.9603231549263,0.7647613965392863,0.37609320802822327,0.872774787828607,0.3588966429233551,0.07678275719312772,0.39239868370341824,0.6892275636292156
32,1.0333895844674288,155.01402282714844,1.0061117247524614,121.02645111083984,0.9994623595512433,107.95951080322266,0.9919460582289259,127.81491088867188,1.0,67514.0,-0.014513899648380235,-0.0033898408014953647,-0.003333113998733876,-0.0018401764872140194,-0.003326809518621861,103.0,0.960077702999115,0.7645624117466995,0.3738780104867139,0.8734475263920514,0.3598254919052124,0.07579952390809357,0.3932369582605089,0.6894513759259254
33,1.066724732353475,154.97389221191406,1.0058512587522088,121.07923126220703,0.9998982293477939,107.94688415527344,0.9918300429416327,127.99745178222656,1.0,66946.0,-0.01646334113005754,-0.0032035081741037244,-0.003092011720745997,-0.0021768826315116526,-0.003071046223541394,103.0,0.9607385993003845,0.7637150340075086,0.3736145550144893,0.8660991513144276,0.358980655670166,0.08433812875181122,0.3912407014608789,0.6876816963184839
34,1.100059880239521,155.05101013183594,1.0063517892333025,121.04470825195312,0.9996131309336003,107.904296875,0.9914387454590522,127.81682586669922,1.0,67645.0,-0.015837481557377853,-0.0025692400422163662,-0.002368917406671906,-0.002191866320502059,-0.002324457654516641,103.0,0.9615961313247681,0.7642052874072979,0.3751792445857048,0.8751423100807286,0.35814276337623596,0.07294038501345478,0.3918545347032301,0.6899405356511449
35,1.1333950281255671,154.9965362548828,1.0059982289211726,121.08458709716797,0.9999424589802279,107.91886901855469,0.9915726362135718,127.85602569580078,1.0,67407.0,-0.0169964834657515,-0.0017342648058035594,-0.001497561857327431,-0.0018948123055540823,-0.0014472568362227573,103.0,0.9611496925354004,0.7636595605797618,0.37543578560090196,0.8720632374249637,0.3579219877719879,0.07648519975160423,0.3926298455650007,0.689307672402546
36,1.166730176011613,154.96995544433594,1.0058257073346937,121.03522491455078,0.9995348155018119,107.99481964111328,0.992270480434118,127.90483856201172,1.0,68101.0,-0.014329615140282692,-0.0009504555365134954,-0.0007959922553546974,-0.001344754752357845,-0.0007711535635749013,103.0,0.9636846780776978,0.7654023680513746,0.3779827021629638,0.8821830146639722,0.35740670561790466,0.06553448365200269,0.38698403841353285,0.6909129334280856
37,1.2000653238976593,154.94004821777344,1.0056315957907793,121.0176010131836,0.9993892735489307,108.04231262207031,0.9927068521340578,128.0703887939453,1.0,67260.0,-0.013109576843410686,-0.0003950626332975441,-0.00044922440746680343,-0.0006411831362476228,-0.00047268176522725154,103.0,0.9640774726867676,0.7650956487263355,0.3773565269104966,0.8712886678066221,0.3572557270526886,0.07879941965904969,0.3867231638418079,0.6887752235398726
38,1.2334004717837053,154.87127685546875,1.005185238276278,121.01705169677734,0.9993847371763733,108.11167907714844,0.99334420016552,127.96026611328125,1.0,67701.0,-0.012185051627480348,-0.00011487047324626142,-0.0004490567596230742,9.534151849878657e-05,-0.0005173648468076957,103.0,0.9633570313453674,0.7648582246446384,0.38055567864581025,0.8770013990362195,0.3568460941314697,0.07188196279599979,0.38678896914373495,0.6896675825466565
39,1.2667356196697515,154.8883514404297,1.005296060122013,121.01734924316406,0.9993871943781752,108.09428405761719,0.9931843724585542,127.98591613769531,1.0,67594.0,-0.012414830868589688,-1.9116429862614845e-05,-0.0006163315226934026,0.0007437626038365329,-0.0007014662721769352,103.0,0.9632955193519592,0.7644120286810466,0.38130603307985916,0.8756153168557956,0.3566238582134247,0.07339758536711746,0.38661715536881974,0.6892861029892243
40,1.3000707675557976,154.8682098388672,1.0051653319393767,121.02053833007812,0.9994135305410775,108.11124420166016,0.9933402044728459,127.72515869140625,1.0,67922.0,-0.012297068986372117,6.599763330234469e-05,-0.0006988964981275423,0.0012044789353389423,-0.000766252876592313,103.0,0.9625979661941528,0.7638369502272214,0.3831306498630782,0.8798642416705529,0.35620519518852234,0.0680993833877403,0.386575778098407,0.6898361358716254
41,1.3334059154418436,154.92019653320312,1.005502749301681,121.08287048339844,0.9999282828159862,107.99694061279297,0.9922899681983884,128.22193908691406,1.0,66744.0,-0.015889410695385575,0.0002981041750438067,-0.0005043318938541925,0.0014149311448925133,-0.0005364667703073713,103.0,0.9574671387672424,0.7670202565024571,0.3851132686084142,0.8646043836468211,0.3566199839115143,0.0787216954246334,0.3714790842622558,0.6844711815768119
42,1.3667410633278898,154.86375427246094,1.0051364132807936,121.00642395019531,0.9992969709684238,108.12984466552734,0.993511107959505,128.2484893798828,1.0,67768.0,-0.011564404424781294,0.000722065485025556,-6.3633815231158215e-06,0.001361376779970571,-1.3069424355535527e-05,103.0,0.9636715650558472,0.7707423365993783,0.38997757053476567,0.877130764551326,0.35478711128234863,0.06875396383686465,0.360538897414709,0.6861735038528809
43,1.4000762112139358,154.8572540283203,1.0050942237309428,120.97312927246094,0.9990220163873098,108.16961669921875,0.9938765385895109,128.35366821289062,1.0,67546.0,-0.009912380263102538,0.0012302930311353373,0.0006288136203424676,0.0010766202481836864,0.0006169570496574955,103.0,0.9640688300132751,0.7709955684521166,0.3909039765493145,0.8742573872976016,0.35485410690307617,0.07178265877997955,0.35976963846859916,0.6856850234826652
44,1.433411359099982,154.85641479492188,1.005088776723333,120.99214172363281,0.9991790252819331,108.15143585205078,0.993709490595783,128.31942749023438,1.0,67574.0,-0.01078762605387279,0.0016072188202007828,0.0011145362036275096,0.0006340668756901026,0.0010675205432308641,103.0,0.9635863900184631,0.7683033908505243,0.38465978038890697,0.8746197952395128,0.35511231422424316,0.07099312719224447,0.359798147216385,0.6851580047672385
45,1.466746506986028,154.8377685546875,1.0049677541178923,120.97119140625,0.9990060130730103,108.1910400390625,0.9940733790286163,128.37686157226562,1.0,67332.0,-0.009556683198308713,0.0016386968956717787,0.0011839564877974321,0.0001312659045276563,0.0010918399867852811,103.0,0.9643287062644958,0.7684706627854018,0.3847501930731302,0.8714875551701375,0.3557223379611969,0.07475958115996428,0.3586110616051803,0.6845369884586462
46,1.5000816548720741,154.803466796875,1.0047451200614028,120.97615814208984,0.9990470294415496,108.22035217285156,0.994342702734828,128.47299194335938,1.0,67700.0,-0.009339273741797549,0.0012307954334550755,0.0007321460402758857,-0.00033003516360755085,0.000611389657969277,103.0,0.9636893272399902,0.7691580502215657,0.38580502215657314,0.8762506309781132,0.3556274473667145,0.06929757574973143,0.36016248153618907,0.6856988260415915
47,1.53341680275812,154.82989501953125,1.0049166512828618,120.97164916992188,0.9990097933834747,108.19847869873047,0.9941417264033056,128.37734985351562,1.0,67544.0,-0.00946353497724517,0.0004766882855230894,-0.00011118549277980335,-0.0006628107329497366,-0.00022729782556980583,103.0,0.9641127586364746,0.7687926882229855,0.3853488096648111,0.8742315010160365,0.35490110516548157,0.07153673910511124,0.3594989932488452,0.685240647696667
48,1.5667519506441663,154.8610382080078,1.005118784783438,121.01862335205078,0.9993977162423013,108.1203842163086,0.9934241841188745,128.3119354248047,1.0,67594.0,-0.012064863618256871,-0.0003643005752474472,-0.0010187638325441892,-0.0008121539673627996,-0.001100591307060366,103.0,0.9634937644004822,0.7688650866447713,0.38450158298073794,0.8748786580551636,0.3543028235435486,0.07142025083806837,0.359647305973903,0.6851486794897644
49,1.6000870985302125,154.9253692626953,1.005536322675858,120.98974609375,0.9991592416571692,108.08489990234375,0.9930981496166383,128.21710205078125,1.0,67411.0,-0.01153879434152838,-0.0009688264286922155,-0.0016007601688838898,-0.0007635946489990051,-0.001639193074511291,103.0,0.9632041454315186,0.76888539456963,0.38415095459198056,0.8725100632919585,0.355190634727478,0.07509610282031037,0.3585913278248357,0.6842810043855231
50,1.6334222464162584,155.0150909423828,1.006118657307601,120.93795776367188,0.9987315625332915,108.04691314697266,0.992749122356558,128.13363647460938,1.0,67828.0,-0.010267488299400607,-0.0010869299543721054,-0.0015775459844426924,-0.0005448974500044863,-0.0015892202277808117,103.0,0.9619198441505432,0.7705126693007803,0.38792239193253525,0.8779073529982786,0.3548578917980194,0.06976352881790296,0.35985138880698236,0.6853906080483239
51,1.6667573943023046,155.1149139404297,1.0067665541036666,120.86893463134766,0.9981615547204276,108.01616668701172,0.9924666198745087,128.1457061767578,1.0,67716.0,-0.008316524632738798,-0.0006525437905591906,-0.0009098672955160943,-0.00021699401969459207,-0.0009257423499219069,103.0,0.9654675722122192,0.7702512453974442,0.38611258786697383,0.8764577212306338,0.35487934947013855,0.07028125444920465,0.24787347155768208,0.6637468357322073
52,1.7000925421883506,155.2048797607422,1.0073504733194416,120.87828826904297,0.9982387990642511,107.9168472290039,0.9915540597476306,128.16639709472656,1.0,67607.0,-0.009916029544099092,0.00018157259322003214,0.0001753482465784289,0.00013953861950136837,0.00012925027665839438,103.0,0.9653511643409729,0.7698364567771582,0.3846938926442528,0.8750469188853367,0.35482892394065857,0.0710966723185048,0.24898309346665287,0.6637262335630446
53,1.7334276900743968,155.1283721923828,1.006853904298428,120.84416961669922,0.9979570399243011,108.02748107910156,0.992570577983908,128.24009704589844,1.0,67471.0,-0.007316898155876439,0.0010996997472170194,0.0012770587768660537,0.0004443220562976376,0.0011976919634646638,103.0,0.9658716320991516,0.7691205604383118,0.3831720294645107,0.873286651738911,0.3547224998474121,0.07328406311075446,0.24834373286300782,0.6632353165873311
54,1.7667628379604428,155.081298828125,1.0065483766897667,120.80548095703125,0.997637540684881,108.11322021484375,0.9933583603395583,128.2806854248047,1.0,67794.0,-0.004885639375147799,0.0017477382628388284,0.001988782510978118,0.0006332590382293838,0.0018989881436992087,103.0,0.9651429057121277,0.7704172443972426,0.38819069534177064,0.8774672862116721,0.3562963306903839,0.0697505856771204,0.24835531167949967,0.6638801439350411
55,1.800097985846489,155.13961791992188,1.0069268942004,120.74698638916016,0.9971544800126992,108.1133804321289,0.9933598324368593,128.28326416015625,1.0,67461.0,-0.0028917302122605792,0.0018753276792958492,0.0020671637213829806,0.0006734449932272653,0.0020032550082643907,103.0,0.9647390246391296,0.7688343388525717,0.3847259898311617,0.8731572203310856,0.35745543241500854,0.07496667141248495,0.24841019255569885,0.662638995015439
56,1.833433133732535,155.2030029296875,1.007338291829696,120.75347137451172,0.9972080344109455,108.04350280761719,0.9927177877140081,128.01162719726562,1.0,67461.0,-0.004012083847067249,0.0014336203738801738,0.0015244169884580038,0.0005680342813720389,0.0015133754804639655,103.0,0.9640010595321655,0.7688985734967858,0.3868457330902299,0.8731572203310856,0.3593916594982147,0.07645513260247731,0.2467944441973881,0.6619060472054797
57,1.866768281618581,155.2554473876953,1.00767868028706,120.80521392822266,0.9976353355037767,107.93933868408203,0.9917607141687427,127.64259338378906,1.0,66932.0,-0.007113373816547586,0.0005840821823445378,0.0006057135352264075,0.00035379734077510127,0.0006472300649639774,103.0,0.9648230671882629,0.7670421721548237,0.3833144086535588,0.8662654500744192,0.3613291382789612,0.08591212062382708,0.24341122333114207,0.6595505065944466
58,1.9001034295046273,155.25486755371094,1.0076749168999843,120.7755355834961,0.9973902453753318,107.96957397460938,0.9920385199594031,127.35255432128906,1.0,67463.0,-0.0057077978091864545,-0.00038331055520852487,-0.00033176324564679766,9.100479585421662e-05,-0.0002660012639006367,103.0,0.9635358452796936,0.7664003478449916,0.3846108237107748,0.8731379020254967,0.36257699131965637,0.07660648417782955,0.2431703304033322,0.6605410595011354
59,1.9334385773906733,155.2174072265625,1.0074317822875813,120.80191040039062,0.9976080542632583,107.98069763183594,0.9921407255720155,127.2063217163086,1.0,67327.0,-0.006452691943794331,-0.0011779200713412077,-0.0009754777443141932,-0.00015389417860846202,-0.0009252262454752528,103.0,0.9635456800460815,0.7652898044865606,0.38458567885098105,0.8713777260078949,0.36437374353408813,0.07831489031256067,0.2451616736227665,0.6604463331833761
60,1.9667737252767195,155.22262573242188,1.0074656527712642,120.79457092285156,0.9975474432854784,107.98279571533203,0.9921600030366715,126.8626480102539,1.0,67847.0,-0.006170405324319728,-0.001617694776594885,-0.0011749658318461098,-0.0003238995351343394,-0.0011659666646508275,103.0,0.9627997875213623,0.7629028058229054,0.384895426474273,0.8781078107810781,0.3658561110496521,0.07123535883000065,0.24459445517119402,0.6608017416663603
61,2.0001088731627656,155.20457458496094,1.0073484925894016,120.74474334716797,0.9971359564914235,108.05067443847656,0.9927836815931959,127.49999237060547,1.0,66963.0,-0.0035924609502388516,-0.0016727018966231737,-0.0009713617230018518,-0.0003865361682255822,-0.000999000801782462,103.0,0.9603607654571533,0.7691013445235927,0.3901706912772725,0.8726185201595038,0.3684929311275482,0.0784748103938075,0.2707315980466825,0.6655008102153341
62,2.0334440210488114,155.1913299560547,1.0072625289056683,120.77336883544922,0.9973723519058001,108.03530883789062,0.9926425004520426,127.2447509765625,1.0,67019.0,-0.004757420864123063,-0.0014365754974937387,-0.0005388458301443477,-0.00034181970947608654,-0.0005717885009514116,103.0,0.9621268510818481,0.7682000626687954,0.3913666273743267,0.8733482759519404,0.3694950044155121,0.07430477729416977,0.27251973320998524,0.666786907579151
63,2.0667791689348576,155.01736450195312,1.0061334137463986,120.78336334228516,0.9974548886842739,108.19928741455078,0.9941491569896821,127.18933868408203,1.0,67282.0,-0.0029641399082806497,-0.0010567280289033511,-8.099156920040927e-05,-0.00021977423219991704,-8.150184747323007e-05,103.0,0.9649272561073303,0.7687692597326675,0.3917689723848875,0.8775073688603698,0.36955851316452026,0.07041500378224691,0.26461757973900896,0.6666427813160084
64,2.1001143168209038,154.9921875,1.0059700035181034,120.7835464477539,0.9974564008084597,108.22425842285156,0.9943785938690239,126.94794464111328,1.0,67713.0,-0.0026406234848945775,-0.000667687523983862,0.0002595001527616613,-7.314870456664876e-05,0.0003097393880186999,103.0,0.9633166790008545,0.7693746646384988,0.3972649269711872,0.8831285703106659,0.36940649151802063,0.06682839032788168,0.26510418974199934,0.6670323981738523
65,2.13344946470695,154.91355895996094,1.0054596684233121,120.78861236572266,0.9974982362442661,108.29781341552734,0.9950544267299266,127.19384002685547,1.0,67656.0,-0.0018527395432229588,-0.0003584270944458859,0.0004365186813729906,3.953708407932318e-05,0.0005252275801326667,103.0,0.9568589925765991,0.7697715896101848,0.3960919947972094,0.8806852203795787,0.37051188945770264,0.07020124443518784,0.25676954002601393,0.6632907749617595
66,2.1667846125929957,154.9633331298828,1.0057827254928269,120.82524108886719,0.9978007240865963,108.21142578125,0.9942606858852008,126.95765686035156,1.0,68113.0,-0.004210434736970026,-0.0001762043349277218,0.0004774151814121823,6.945558912830981e-05,0.0005693389563867389,103.0,0.9542155861854553,0.769544727144598,0.4007164564767372,0.886634037124782,0.36901429295539856,0.06457785530186665,0.25633873122605083,0.6633981313721949
