x,y,R,G,B,Y,Cb,Cr,isAdaptiveSkin,isUsable,isEye,isBrow,isMouth,isHairline,isEar,isBeard,isSpecular,lightClass
207,199,0.470588235294118,0.36078431372549,0.305882352941176,101,118,141,0,0,1,0,0,0,0,0,0,dark
207,200,0.486274509803922,0.376470588235294,0.32156862745098,104,118,141,0,0,1,0,0,0,0,0,0,dark
207,201,0.486274509803922,0.376470588235294,0.32156862745098,104,118,141,0,0,1,0,0,0,0,0,0,dark
207,202,0.47843137254902,0.368627450980392,0.32156862745098,103,119,141,0,0,1,0,0,0,0,0,0,dark
207,203,0.501960784313725,0.392156862745098,0.345098039215686,108,119,141,0,0,1,0,0,0,0,0,0,dark
207,204,0.501960784313725,0.392156862745098,0.337254901960784,108,118,141,0,0,1,0,0,0,0,0,0,dark
207,205,0.490196078431373,0.380392156862745,0.325490196078431,105,118,141,1,0,0,0,0,0,0,0,0,dark
207,206,0.490196078431373,0.384313725490196,0.317647058823529,105,117,141,1,0,0,0,0,0,0,0,0,dark
207,207,0.482352941176471,0.368627450980392,0.305882352941176,103,117,142,1,0,0,0,0,0,0,0,0,dark
207,208,0.470588235294118,0.356862745098039,0.286274509803922,100,116,142,1,0,0,0,0,0,0,0,0,dark
207,209,0.47843137254902,0.364705882352941,0.294117647058824,102,116,142,1,0,0,0,0,0,0,0,0,dark
207,210,0.486274509803922,0.380392156862745,0.305882352941176,104,116,141,1,0,0,0,0,0,0,0,0,dark
207,211,0.529411764705882,0.423529411764706,0.349019607843137,114,116,141,1,0,0,0,0,0,0,0,0,medium
207,212,0.588235294117647,0.482352941176471,0.415686274509804,127,117,141,1,0,0,0,0,0,0,0,0,medium
207,213,0.647058823529412,0.541176470588235,0.474509803921569,140,117,141,1,0,0,0,0,0,0,0,0,medium
207,214,0.690196078431373,0.588235294117647,0.529411764705882,150,118,140,1,0,0,0,0,0,0,0,0,medium
207,215,0.72156862745098,0.619607843137255,0.56078431372549,157,118,140,1,0,0,0,0,0,0,0,0,medium
207,216,0.756862745098039,0.654901960784314,0.603921568627451,165,118,140,1,0,0,0,0,0,0,0,0,medium
207,217,0.8,0.698039215686274,0.647058823529412,174,118,140,1,0,0,0,0,0,0,0,0,medium
207,218,0.83921568627451,0.733333333333333,0.690196078431373,182,119,141,1,0,0,0,0,0,0,0,0,bright
207,219,0.866666666666667,0.76078431372549,0.725490196078431,189,120,141,1,0,0,0,0,0,0,0,0,bright
207,220,0.87843137254902,0.784313725490196,0.745098039215686,193,120,139,1,0,0,0,0,0,0,0,0,bright
207,221,0.886274509803922,0.788235294117647,0.76078431372549,194,121,139,1,0,0,0,0,0,0,0,0,bright
207,222,0.882352941176471,0.784313725490196,0.756862745098039,193,121,139,1,0,0,0,0,0,0,0,0,bright
207,223,0.862745098039216,0.772549019607843,0.749019607843137,191,122,139,1,0,0,0,0,0,0,0,0,bright
207,224,0.858823529411765,0.764705882352941,0.749019607843137,189,123,139,1,0,0,0,0,0,0,0,0,bright
207,225,0.858823529411765,0.776470588235294,0.764705882352941,191,124,137,1,0,0,0,0,0,0,0,0,bright
207,226,0.890196078431372,0.807843137254902,0.803921568627451,198,124,137,0,0,0,0,0,0,0,0,0,bright
207,227,0.882352941176471,0.803921568627451,0.8,197,125,137,0,0,0,0,0,0,0,0,0,bright
207,228,0.882352941176471,0.803921568627451,0.807843137254902,197,125,137,0,0,0,0,0,0,0,0,0,bright
207,229,0.874509803921569,0.803921568627451,0.803921568627451,197,125,136,0,0,0,0,0,0,0,0,0,bright
207,230,0.87843137254902,0.803921568627451,0.811764705882353,197,126,136,0,0,0,0,0,0,0,0,0,bright
207,231,0.874509803921569,0.811764705882353,0.815686274509804,198,126,135,0,0,0,0,0,0,0,0,0,bright
207,232,0.882352941176471,0.819607843137255,0.823529411764706,200,126,135,0,0,0,0,0,0,0,0,0,bright
207,233,0.886274509803922,0.823529411764706,0.835294117647059,201,127,135,0,0,0,0,0,0,0,0,0,bright
207,234,0.894117647058824,0.819607843137255,0.835294117647059,201,127,136,0,0,0,0,0,0,0,0,0,bright
207,235,0.894117647058824,0.819607843137255,0.843137254901961,201,128,136,0,0,0,0,0,0,0,0,0,bright
207,236,0.894117647058824,0.819607843137255,0.843137254901961,201,128,136,0,0,0,0,0,0,0,0,0,bright
207,237,0.890196078431372,0.815686274509804,0.83921568627451,200,128,136,0,0,0,0,0,0,0,0,0,bright
207,238,0.890196078431372,0.815686274509804,0.83921568627451,200,128,136,0,0,0,0,0,0,0,0,0,bright
207,239,0.886274509803922,0.811764705882353,0.835294117647059,199,128,136,0,0,0,0,0,0,0,0,0,bright
207,240,0.874509803921569,0.811764705882353,0.823529411764706,198,127,135,0,0,0,0,0,0,0,0,0,bright
207,241,0.874509803921569,0.811764705882353,0.823529411764706,198,127,135,0,0,0,0,0,0,0,0,0,bright
207,242,0.870588235294118,0.807843137254902,0.819607843137255,197,127,135,0,0,0,0,0,0,0,0,0,bright
207,243,0.870588235294118,0.807843137254902,0.819607843137255,197,127,135,0,0,0,0,0,0,0,0,0,bright
