x,y,R,G,B,Y,Cb,Cr,isAdaptiveSkin,isUsable,isEye,isBrow,isMouth,isHairline,isEar,isBeard,isSpecular,lightClass
105,211,0.694117647058824,0.67843137254902,0.733333333333333,167,134,129,0,0,1,0,0,0,0,0,0,medium
105,212,0.733333333333333,0.717647058823529,0.772549019607843,176,134,129,0,0,1,0,0,0,0,0,0,bright
105,213,0.772549019607843,0.756862745098039,0.811764705882353,184,134,129,0,0,1,0,0,0,0,0,0,bright
105,214,0.788235294117647,0.772549019607843,0.827450980392157,188,134,129,0,0,1,0,0,0,0,0,0,bright
105,215,0.8,0.784313725490196,0.83921568627451,190,134,129,0,0,0,0,0,0,0,0,0,bright
105,216,0.784313725490196,0.768627450980392,0.823529411764706,187,134,129,0,0,0,0,0,0,0,0,0,bright
105,217,0.752941176470588,0.737254901960784,0.792156862745098,180,134,129,0,0,0,0,0,0,0,0,0,bright
105,218,0.756862745098039,0.733333333333333,0.780392156862745,179,132,130,0,0,0,0,0,0,0,0,0,bright
105,219,0.749019607843137,0.725490196078431,0.772549019607843,178,132,130,0,0,0,0,0,0,0,0,0,bright
105,220,0.749019607843137,0.725490196078431,0.772549019607843,178,132,130,0,0,0,0,0,0,0,0,0,bright
105,221,0.752941176470588,0.729411764705882,0.776470588235294,178,132,130,0,0,0,0,0,0,0,0,0,bright
105,222,0.764705882352941,0.741176470588235,0.788235294117647,181,132,130,0,0,0,0,0,0,0,0,0,bright
105,223,0.764705882352941,0.741176470588235,0.788235294117647,181,132,130,0,0,0,0,0,0,0,0,0,bright
105,224,0.776470588235294,0.745098039215686,0.796078431372549,183,133,131,0,0,0,0,0,0,0,0,0,bright
105,225,0.784313725490196,0.752941176470588,0.803921568627451,184,133,131,0,0,0,0,0,0,0,0,0,bright
105,226,0.780392156862745,0.749019607843137,0.792156862745098,183,132,131,0,0,0,0,0,0,0,0,0,bright
105,227,0.776470588235294,0.749019607843137,0.780392156862745,183,130,131,0,0,0,0,0,0,0,0,0,bright
105,228,0.792156862745098,0.752941176470588,0.784313725490196,184,130,132,0,0,0,0,0,0,0,0,0,bright
105,229,0.792156862745098,0.752941176470588,0.784313725490196,184,130,132,0,0,0,0,0,0,0,0,0,bright
105,230,0.780392156862745,0.745098039215686,0.764705882352941,182,129,132,0,0,0,0,0,0,0,0,0,bright
105,231,0.776470588235294,0.741176470588235,0.76078431372549,181,129,132,0,0,0,0,0,0,0,0,0,bright
105,232,0.764705882352941,0.729411764705882,0.741176470588235,178,128,132,0,0,0,0,0,0,0,0,0,bright
105,233,0.745098039215686,0.705882352941177,0.709803921568627,173,127,132,0,0,0,0,0,0,0,0,0,bright
105,234,0.733333333333333,0.67843137254902,0.67843137254902,168,126,134,0,0,0,0,0,0,0,0,0,medium
105,235,0.733333333333333,0.670588235294118,0.674509803921569,167,126,135,0,0,0,0,0,0,0,0,0,medium
105,236,0.733333333333333,0.670588235294118,0.670588235294118,167,126,135,0,0,0,0,0,0,0,0,0,medium
105,237,0.749019607843137,0.67843137254902,0.670588235294118,169,124,136,1,1,0,0,0,0,0,0,0,medium
105,238,0.749019607843137,0.67843137254902,0.662745098039216,169,124,136,1,1,0,0,0,0,0,0,0,medium
105,239,0.741176470588235,0.666666666666667,0.643137254901961,166,123,137,1,1,0,0,0,0,0,0,0,medium
105,240,0.737254901960784,0.658823529411765,0.631372549019608,165,122,137,1,1,0,0,0,0,0,0,0,medium
105,241,0.733333333333333,0.654901960784314,0.627450980392157,164,122,137,1,1,0,0,0,0,0,0,0,medium
105,242,0.752941176470588,0.662745098039216,0.631372549019608,166,121,139,1,1,0,0,0,0,0,0,0,medium
105,243,0.749019607843137,0.658823529411765,0.627450980392157,165,121,139,1,1,0,0,0,0,0,0,0,medium
105,244,0.745098039215686,0.650980392156863,0.611764705882353,164,120,139,1,1,0,0,0,0,0,0,0,medium
105,245,0.741176470588235,0.647058823529412,0.607843137254902,163,120,139,1,1,0,0,0,0,0,0,0,medium
105,246,0.737254901960784,0.643137254901961,0.596078431372549,162,119,139,1,1,0,0,0,0,0,0,0,medium
105,247,0.737254901960784,0.643137254901961,0.596078431372549,162,119,139,1,1,0,0,0,0,0,0,0,medium
105,248,0.737254901960784,0.643137254901961,0.596078431372549,162,119,139,1,1,0,0,0,0,0,0,0,medium
105,249,0.737254901960784,0.643137254901961,0.596078431372549,162,119,139,1,1,0,0,0,0,0,0,0,medium
105,250,0.752941176470588,0.647058823529412,0.603921568627451,164,119,141,1,1,0,0,0,0,0,0,0,medium
105,251,0.752941176470588,0.647058823529412,0.603921568627451,164,119,141,1,1,0,0,0,0,0,0,0,medium
105,252,0.756862745098039,0.650980392156863,0.607843137254902,164,119,141,1,1,0,0,0,0,0,0,0,medium
105,253,0.76078431372549,0.654901960784314,0.611764705882353,165,119,141,1,1,0,0,0,0,0,0,0,medium
105,254,0.76078431372549,0.654901960784314,0.619607843137255,165,120,141,1,1,0,0,0,0,0,0,0,medium
105,255,0.76078431372549,0.654901960784314,0.619607843137255,165,120,141,1,1,0,0,0,0,0,0,0,medium
105,256,0.768627450980392,0.662745098039216,0.627450980392157,167,120,141,1,1,0,0,0,0,0,0,0,medium
105,257,0.776470588235294,0.670588235294118,0.635294117647059,169,120,141,1,1,0,0,0,0,0,0,0,medium
105,258,0.788235294117647,0.682352941176471,0.647058823529412,171,120,141,1,1,0,0,0,0,0,0,0,medium
105,259,0.796078431372549,0.690196078431373,0.654901960784314,173,120,141,1,1,0,0,0,0,0,0,0,bright
105,260,0.796078431372549,0.690196078431373,0.662745098039216,173,121,140,1,1,0,0,0,0,0,0,0,bright
105,261,0.784313725490196,0.67843137254902,0.650980392156863,171,121,140,1,1,0,0,0,0,0,0,0,medium
105,262,0.772549019607843,0.666666666666667,0.63921568627451,168,121,140,1,1,0,0,0,0,0,0,0,medium
105,263,0.768627450980392,0.662745098039216,0.635294117647059,167,121,140,1,1,0,0,0,0,0,0,0,medium
105,264,0.772549019607843,0.666666666666667,0.63921568627451,168,121,140,1,1,0,0,0,0,0,0,0,medium
105,265,0.768627450980392,0.658823529411765,0.643137254901961,167,122,141,1,1,0,0,0,0,0,0,0,medium
105,266,0.764705882352941,0.666666666666667,0.647058823529412,168,122,139,1,1,0,0,0,0,0,0,0,medium
105,267,0.772549019607843,0.674509803921569,0.654901960784314,170,122,139,1,1,0,0,0,0,0,0,0,medium
105,268,0.780392156862745,0.682352941176471,0.662745098039216,171,122,139,1,1,0,0,0,0,0,0,0,medium
105,269,0.776470588235294,0.67843137254902,0.658823529411765,171,122,139,1,1,0,0,0,0,0,0,0,medium
105,270,0.772549019607843,0.674509803921569,0.658823529411765,170,123,139,1,1,0,0,0,0,0,0,0,medium
105,271,0.776470588235294,0.67843137254902,0.662745098039216,171,123,139,1,1,0,0,0,0,0,0,0,medium
105,272,0.792156862745098,0.698039215686274,0.690196078431373,175,124,139,1,1,0,0,0,0,0,0,0,bright
105,273,0.807843137254902,0.713725490196078,0.705882352941177,178,124,139,1,1,0,0,0,0,0,0,0,bright
105,274,0.796078431372549,0.713725490196078,0.701960784313725,177,124,137,1,1,0,0,0,0,0,0,0,bright
105,275,0.811764705882353,0.729411764705882,0.725490196078431,181,124,137,1,1,0,0,0,0,0,0,0,bright
105,276,0.823529411764706,0.741176470588235,0.737254901960784,184,124,137,1,1,0,0,0,0,0,0,0,bright
105,277,0.819607843137255,0.737254901960784,0.733333333333333,183,124,137,0,0,0,0,0,0,0,0,0,bright
105,278,0.8,0.72156862745098,0.725490196078431,179,125,137,0,0,0,0,0,0,0,0,0,bright
105,279,0.792156862745098,0.713725490196078,0.717647058823529,178,125,137,0,0,0,0,0,0,0,0,0,bright
105,280,0.8,0.72156862745098,0.725490196078431,179,125,137,0,0,0,0,0,0,0,0,0,bright
