frame_index,time_s,R_skin_raw,R_normalized,G_skin_raw,G_normalized,B_skin_raw,B_normalized,frame_luminance,face_detected,skin_pixel_count,BVP_detrended,BVP_butterworth,BVP_cheby1,BVP_cheby2,BVP_elliptic,gt_bpm,bisenet_conf,vote_mean,highconf_pct,roi_coverage,green_cv,hair_rej_frac,clust_agree,quality_score,BVP_pca
1,0.0,155.3748779296875,1.0018775736418633,120.8819808959961,0.9953227037184481,108.43507385253906,0.9940187877788628,128.1311492919922,1.0,67591.0,-0.003649517275967573,-0.00044851626772198985,-0.0007002132322519165,0.0002822049098288443,-0.0008020926517542696,,0.969325602054596,0.7664235376504762,0.37031557455874303,0.882481199080844,0.35734865069389343,0.0658032170461667,0.38732967406903285,0.6925535281301642,-0.013908851579102413
2,0.03333514788604609,155.2962188720703,1.0013703697306484,120.8774185180664,0.9952851378355705,108.547119140625,0.9950459012162638,128.08401489257812,1.0,67872.0,-0.001864484365416974,0.00030483796669174035,-2.7268344113928996e-05,0.0004166864280701329,-0.00016524632585898568,,0.969478189945221,0.7653818953323904,0.36922442244224424,0.8861499895550449,0.35818663239479065,0.061024650094004596,0.3878624469589816,0.6932544719295389,-0.01572606186929934
3,0.06667029577209219,155.29641723632812,1.001371648809377,120.85182189941406,0.9950743794124022,108.53700256347656,0.9949531630698664,128.1505584716797,1.0,67833.0,-0.0013334411292090231,0.0008187258177015373,0.00042657612855830145,0.0005084489171976556,0.00027254040241288523,,0.9693562388420105,0.7653747684263804,0.36862589005351376,0.8856407979945686,0.358353853225708,0.061886358888656776,0.3881444134860614,0.6931410786708059,-0.013979642083757283
4,0.10000544365813828,155.2847137451172,1.0012961831643912,120.8936767578125,0.9954190055553236,108.54535675048828,0.9950297454758281,128.19354248046875,1.0,67913.0,-0.0023999987571535764,0.0009416977836747549,0.000541266082509605,0.0005434583382396155,0.00039755957756827887,,0.9692153334617615,0.7654695468221596,0.36960523022101804,0.8866852935032379,0.35816723108291626,0.06101159390014623,0.38814365438134085,0.6932646185821171,-0.014128896889198023
5,0.13334059154418437,155.32102966308594,1.0015303529623913,120.85045623779297,0.9950631347752197,108.45816040039062,0.9942304209847442,128.17083740234375,1.0,67947.0,-0.002621277380272957,0.0006713823650958508,0.0003254940043667081,0.0005187397098445251,0.00020531195825097595,,0.9688006043434143,0.7648166953655055,0.36769835312817345,0.8813183392349897,0.3585514724254608,0.06552784155025487,0.38580069760254315,0.6918391750314226,-0.014804337119760176
6,0.16667573943023045,155.41342163085938,1.002126108477892,120.86433410644531,0.9951774029039062,108.37644958496094,0.9934813821099951,127.81876373291016,1.0,67985.0,-0.003988854964498023,0.00014122880379253597,-9.931826278541708e-05,0.0004411249779559105,-0.00020638644194817939,,0.9688892960548401,0.7680174548307225,0.37321467970875927,0.8818112248206804,0.3575306534767151,0.06506089731117942,0.38390821504743694,0.6921977144195532,-0.0122096795535167
7,0.20001088731627656,155.45770263671875,1.0024116382063781,120.82694244384766,0.9948695259942347,108.41596221923828,0.9938435924117996,127.92064666748047,1.0,67663.0,-0.0019243610876596984,-0.000444495641127132,-0.0005565776760278832,0.0003251587154502329,-0.0006756636911510164,,0.968670666217804,0.767238618841415,0.3736015252057993,0.8776346680156167,0.357242226600647,0.06910774738316666,0.38464153229977976,0.6914864572013832,-0.012210810609149789
8,0.23334603520232264,155.4642333984375,1.0024537494137495,120.97856140136719,0.9961179319982955,108.37157440185547,0.9934366915552832,127.82585906982422,1.0,67818.0,-0.006932525876124529,-0.0008921379240348718,-0.0008831998554285295,0.0001854081785686185,-0.001035390817021902,,0.9683258533477783,0.7663255576199043,0.37262968533427704,0.8796451223783026,0.3572355806827545,0.06759017860617145,0.38360022412928724,0.6912521911097955,-0.012814037805233216
9,0.26668118308836875,155.5358123779297,1.0029153000534214,120.96508026123047,0.99600693046812,108.5481948852539,0.9950557625123739,127.96656799316406,1.0,67516.0,-0.0027717248043124254,-0.001080113907985377,-0.000979220831245712,3.560814527208784e-05,-0.001160847773261966,,0.9680284261703491,0.7655814917945376,0.37235618223828426,0.8757279790393919,0.35733410716056824,0.07324539216830746,0.38356833935659695,0.690117810025885,-0.012993623684922271
10,0.3000163309744148,155.5309295654297,1.0028838150385642,121.0257339477539,0.996506343125106,108.55577850341797,0.995125281153037,127.90281677246094,1.0,67805.0,-0.004334587196738682,-0.0009803779687677838,-0.0008235943785145761,-0.00011921816862533532,-0.0010057732294740866,,0.9680027961730957,0.7645503035666003,0.3706806282722513,0.8794765036253032,0.3567337989807129,0.0685629791042453,0.38430794189219086,0.6908022714783528,-0.012752459369041564
