frame_index,time_s,G_skin_raw,G_normalized,frame_luminance,face_detected,skin_pixel_count,BVP_detrended,BVP_butterworth,BVP_cheby1,BVP_cheby2,BVP_elliptic,gt_bpm,bisenet_conf,vote_mean,highconf_pct,roi_coverage,green_cv,hair_rej_frac,quality_score
11,0.3333514788604609,120.14281463623047,0.9976581964438991,117.1223373413086,1.0,56721.0,-0.004501869258008273,-0.0014368637073370653,-0.0015797385914419562,-0.0007340551161910746,-0.0016400004446229584,,0.959168553352356,0.938923267690391,0.8907811921510551,0.7329904500988589,0.34793058037757874,0.22382176963932646,0.7777170290004393
12,0.366686626746507,120.19328308105469,0.9980772831599304,116.98677825927734,1.0,56724.0,-0.006883722101640899,-0.0011130207169167052,-0.0012719332577609183,-0.0009554713934559793,-0.0012559321951471972,,0.9587874412536621,0.9392497003032226,0.8909808899231366,0.7320642705039685,0.3476486802101135,0.22386268309995483,0.7776761208319133
13,0.4000217746325531,120.1844253540039,0.9980037291648718,117.05531311035156,1.0,56792.0,-0.007102164631868746,-0.0007292924192973357,-0.0009110405743127822,-0.0011479039724826478,-0.0008180712337797642,,0.9581658244132996,0.939521998403531,0.8906183969573179,0.7323558616065096,0.3488793969154358,0.2245090074406489,0.7774284454367429
14,0.4333569225185992,120.2870864868164,0.9988562206011405,117.04914855957031,1.0,56925.0,-0.01122356781675743,-0.00033705407479829607,-0.0005342617169507908,-0.0012955265333282689,-0.00041146157626425995,,0.9574086666107178,0.9391889913629043,0.8909090909090909,0.7327292152042116,0.348000705242157,0.2246907541608207,0.7770816969917773
15,0.4666920704046453,120.15119171142578,0.9977277591369001,117.19184875488281,1.0,56735.0,-0.0050992135266068606,-1.5913195451056383e-05,-0.0001988370359273422,-0.0013726932639095057,-0.0001064520866152337,,0.9573620557785034,0.939619870156576,0.8926236009517934,0.7316585636356602,0.3489604890346527,0.22503643139935262,0.7771062979928246
16,0.5000272182906914,120.17945861816406,0.9979624857102782,117.234375,1.0,56804.0,-0.005551076590558479,0.0001464672508460152,2.5165405053284175e-05,-0.0013498764035099955,5.302640079150737e-05,,0.9578520655632019,0.9387132361570781,0.890148581085839,0.732501160571517,0.34992796182632446,0.22490586475473257,0.7770527557572835
17,0.5333623661767375,120.17567443847656,0.997931062125826,117.25923156738281,1.0,56766.0,-0.005582646204380315,0.00011520423529204175,9.647657328149498e-05,-0.0011947096216686315,7.445311083172986e-05,,0.9574048519134521,0.9393416246814407,0.8921361378289822,0.7320583418232465,0.349234014749527,0.22503643139935262,0.7770495754645254
18,0.5666975140627836,120.24212646484375,0.9984828754737675,117.20562744140625,1.0,56881.0,-0.007871976491700017,-3.390500047962456e-05,5.2821074419507586e-05,-0.0008842544291215039,2.9227479836964785e-05,,0.9572561979293823,0.9397689914031048,0.8930046940103022,0.7317295941339165,0.34869569540023804,0.224300508136618,0.7772590056022673
19,0.6000326619488296,120.20598602294922,0.9981827675714484,117.36127471923828,1.0,56854.0,-0.006963226458731986,-0.00011217784918115062,2.8843707787323093e-05,-0.00041237765308315837,5.037287832781838e-05,,0.9581989645957947,0.9404673960202156,0.8933408379357652,0.7313728517032005,0.3488953113555908,0.22432335082844498,0.7777118682181033
20,0.6333678098348757,120.30599975585938,0.9990132751694007,117.12029266357422,1.0,56885.0,-0.010777598465469607,0.00010847781747188987,0.00021523511674993118,0.00019913937817525322,0.0002918188109693485,,0.9571951627731323,0.9396853300518591,0.8922563065834579,0.7317716373366265,0.34883588552474976,0.22420757435422456,0.7772383664740596
21,0.6667029577209218,120.2005844116211,0.9981379129388029,117.03510284423828,1.0,57075.0,-0.006724404913377446,0.0007764243949118756,0.0007677614895330394,0.0008998038246364069,0.0008672496423542878,,0.9577717185020447,0.9378011388523873,0.8907577748576434,0.7343764073135269,0.34955576062202454,0.22475842458086182,0.7768301153475379
22,0.7000381056069679,120.26013946533203,0.9986324542699202,116.68831634521484,1.0,57184.0,-0.009404621246498435,0.0018583285992431722,0.0017088124791249935,0.0016082044448948877,0.0017775025811513326,,0.9563071727752686,0.937459196045514,0.8878882204812535,0.7357788957655143,0.3494401276111603,0.22451395411675396,0.7763541600206082
23,0.733373253493014,120.1550064086914,0.9977594361373561,116.84598541259766,1.0,57106.0,-0.0043473042153432395,0.003112847260092466,0.0028753175099680774,0.002226897018377202,0.0028768287608196557,,0.9576314687728882,0.9366849951552084,0.8893286169579379,0.7347752801760188,0.34923505783081055,0.22465548964860588,0.7765295914909474
24,0.76670840137906,120.1437759399414,0.9976661790480139,116.84876251220703,1.0,57130.0,-0.004418348395603122,0.004160688533069908,0.003947879936167732,0.0026529236815071725,0.0038860752132989238,,0.9576248526573181,0.9377034832837389,0.889375109399615,0.7350840849727865,0.3490394055843353,0.22451395411675396,0.7768105357947793
25,0.8000435492651062,120.18999481201172,0.9980499775855374,116.75189208984375,1.0,57112.0,-0.0066972318191436675,0.00462325522816988,0.004556818485517016,0.0028001810184841223,0.004473881009682015,,0.9571860432624817,0.9376721763085399,0.8892351870009805,0.7348524813752106,0.34886038303375244,0.22499002817843772,0.7765758514201918
26,0.8333786971511523,120.13245391845703,0.9975721617106609,116.66043853759766,1.0,57046.0,-0.005346715668192892,0.004269451758012511,0.004422567440957865,0.002616216148675134,0.00436977254478919,,0.9575394988059998,0.938161016255887,0.8900010517827718,0.7340032681840991,0.3482619524002075,0.22589070883567725,0.7766239619386361
27,0.8667138450371984,120.14857482910156,0.9977060287145875,116.81118774414062,1.0,57016.0,-0.006065663608761596,0.0031078518341435633,0.0034702019938744623,0.0020954879086880324,0.0034725117619369677,,0.9587968587875366,0.9392860483606941,0.891100743650905,0.7336172621881393,0.3473797142505646,0.22583924136954928,0.7772927214525247
28,0.9000489929232445,120.1639633178711,0.9978338137344265,116.67697143554688,1.0,57045.0,-0.007378534595796793,0.001386207744260193,0.0018687122142380884,0.0012866568173766232,0.0019083007604892973,,0.9574094414710999,0.9406842551202267,0.8888070821281444,0.7339904013175671,0.34793350100517273,0.2259679100348692,0.7772003142144128
29,0.9333841408092906,120.34139251708984,0.9993071743796305,116.4850082397461,1.0,56964.0,-0.01615239886044101,-0.0004998576707562117,-2.117227766845129e-05,0.0002859555854319185,5.398356516841577e-06,,0.9570717215538025,0.9383470261919808,0.8892282845305807,0.7329481851284757,0.34834277629852295,0.22704872682355665,0.7762985276494246
30,0.9667192886953366,120.28129577636719,0.9988081349144485,116.71015930175781,1.0,56826.0,-0.01309996590884771,-0.0021469899295838393,-0.001767565324740852,-0.0007725922511028414,-0.001800734738992137,,0.9582815170288086,0.9394174028320369,0.8912821595748425,0.7325486960669305,0.3477360010147095,0.2270377579828033,0.7769312542200911
31,1.0000544365813828,120.32340240478516,0.9991577856454805,116.85791015625,1.0,56682.0,-0.014210377015751119,-0.003269897180302653,-0.0030066447653776082,-0.0017428897258725449,-0.0031119012113808007,,0.9580985903739929,0.9395457699681263,0.890617832821707,0.7306923800806981,0.348555326461792,0.22649633248681886,0.7770167531068658
32,1.0333895844674288,120.3052978515625,0.9990074466013169,116.85389709472656,1.0,56722.0,-0.013326736655380866,-0.0037628512584733606,-0.003548065679868001,-0.0024863338910882816,-0.0036921804106478037,103.0,0.9576454162597656,0.9392945711834327,0.8899016254715983,0.7314909147182853,0.3498661518096924,0.22617128560927485,0.776883010551933
33,1.066724732353475,120.36265563964844,0.9994837419801715,116.98411560058594,1.0,56714.0,-0.01533135636074806,-0.003687004029400847,-0.0034134611313689192,-0.002899015793981483,-0.0035409618630231924,103.0,0.957668125629425,0.9399854239400031,0.8908735056599781,0.7313877461537469,0.3486950397491455,0.2265452716557265,0.776987739342683
34,1.100059880239521,120.32403564453125,0.9991630440275562,116.88785552978516,1.0,56691.0,-0.01496017473378447,-0.003210564804139124,-0.00280321047932859,-0.002927011536066933,-0.0028730416739531943,103.0,0.9581844806671143,0.9414898308373463,0.892998888712494,0.7297359918647908,0.3463355302810669,0.2264085368208323,0.7775460945453042
35,1.1333950281255671,120.34623718261719,0.9993474041702095,116.90662384033203,1.0,56597.0,-0.015480239513001703,-0.00253876874783568,-0.0020102065303367446,-0.002577272494694865,-0.0020242687370936522,103.0,0.9585852026939392,0.9406623437049078,0.8914960156898776,0.7303686879766682,0.3477537930011749,0.2261682001780852,0.7775075066987917
36,1.166730176011613,120.36272430419922,0.9994843121661798,117.27200317382812,1.0,56664.0,-0.014685985775847121,-0.001856316226229673,-0.0013121487601835554,-0.001914992266983549,-0.0013128363150577526,103.0,0.9584327340126038,0.9398442279636688,0.8902301284766342,0.7304603405824192,0.3491451144218445,0.22580021399198175,0.7773308343963019
37,1.2000653238976593,120.32255554199219,0.9991507533513794,117.31409454345703,1.0,56587.0,-0.013847948072723493,-0.0012870337206797216,-0.0008770589333266415,-0.0010530394721217388,-0.000917342388622696,103.0,0.9580320119857788,0.9424308292246159,0.8931910156042907,0.7285379544752292,0.3479682207107544,0.22678700175095273,0.777659910551697
38,1.2334004717837053,120.2849349975586,0.9988383547728834,117.16607666015625,1.0,56511.0,-0.01162018389275915,-0.000869791398016074,-0.0007127218020442498,-0.00013140415862772725,-0.0008179978762537858,103.0,0.9573913812637329,0.9418992172615361,0.89350745872485,0.7287698438285855,0.3466569781303406,0.22596494848019807,0.7774992289984644
39,1.2667356196697515,120.26490783691406,0.99867205052049,117.20368957519531,1.0,56246.0,-0.011839562262322134,-0.0005558121876216586,-0.0006794940004924685,0.0007062037962904694,-0.0008292798552631327,103.0,0.956906259059906,0.9412936031006649,0.8934857589873058,0.7267864065124693,0.34630686044692993,0.22584313218762114,0.7772266520556138
40,1.3000707675557976,120.25315856933594,0.9985744853590859,117.25481414794922,1.0,56028.0,-0.011359016330409588,-0.00023736141920590497,-0.0005661803423154962,0.0013377907876953965,-0.0007064830683381127,103.0,0.9564308524131775,0.9424216463196973,0.8966766616691654,0.7261745836303545,0.34511688351631165,0.22662173546756528,0.7772103202103644
41,1.3334059154418436,120.322998046875,0.9991544278834322,117.48860931396484,1.0,56378.0,-0.012192107474836789,0.00019109562732103617,-0.00020306112410863804,0.0016821185738903806,-0.0002821271015903793,103.0,0.9595475792884827,0.9408161576028474,0.8928660115647947,0.7278619104793628,0.34696415066719055,0.22638367094000542,0.7777915789992556
42,1.3667410633278898,120.30685424804688,0.999020370817503,117.35515594482422,1.0,56204.0,-0.012657438424335699,0.0007598578058836434,0.0004356400292849951,0.0017117744993077975,0.00043389981235557784,103.0,0.9609453082084656,0.9435449434203971,0.8980499608568785,0.7273433152588873,0.34410205483436584,0.2261850840526445,0.7789328115071101
43,1.4000762112139358,120.255615234375,0.9985948853473795,117.5151596069336,1.0,56311.0,-0.00909539800283704,0.0013780304871962943,0.0011918269795668738,0.0014558985614701611,0.0012394176066132818,103.0,0.9598246812820435,0.9421723405136948,0.8962724867255065,0.7265935483870968,0.34505608677864075,0.22636129032258065,0.7782182314485206
44,1.433411359099982,120.28706359863281,0.9988560305391379,117.34292602539062,1.0,56484.0,-0.011142338502557136,0.001850193468244891,0.001776181973247013,0.0009908888078804718,0.0018211079032052556,103.0,0.9599766135215759,0.9419658664400538,0.8965370724452942,0.726575765371752,0.3451464772224426,0.22581682531515307,0.7783210856034555
45,1.466746506986028,120.21245574951172,0.9982364917642217,117.1834716796875,1.0,56411.0,-0.008140864279642224,0.001961692565553227,0.0019003807494801118,0.00042691339761008896,0.0019042381456798084,103.0,0.9610791802406311,0.9418907659853574,0.8970413571821099,0.7283255651814649,0.34495458006858826,0.2258530980078241,0.7786258259669638
46,1.5000816548720741,120.23534393310547,0.998426553766957,117.44857788085938,1.0,56454.0,-0.007714369105444985,0.0015977435091753423,0.001431408159830808,-0.00011699633913581352,0.001394680789952051,103.0,0.9608864188194275,0.9414508567447243,0.8960038261239239,0.7297664137333729,0.34578442573547363,0.22483486084359933,0.7786616676632895
47,1.53341680275812,120.20995330810547,0.9982157116519226,117.31668090820312,1.0,56365.0,-0.0074373481068945035,0.0008339590083298379,0.0004897078522044466,-0.0005332313975276071,0.00045255875150166606,103.0,0.9617928266525269,0.9423401046748868,0.8969573316774594,0.7292758348536014,0.34368911385536194,0.22534901473689659,0.7790530712171005
48,1.5667519506441663,120.28459930419922,0.9988355671968433,117.16499328613281,1.0,56537.0,-0.011330240320746865,-5.8885698598136075e-05,-0.0005683843307558428,-0.0007479558806513214,-0.0005543504692417588,103.0,0.9618005752563477,0.9419200405634068,0.8978898774254028,0.7297733374638579,0.34298768639564514,0.22544919454770757,0.7789303438082145
49,1.6000870985302125,120.27014923095703,0.9987155747191164,117.13426208496094,1.0,56610.0,-0.01128103571850625,-0.0007124170479171426,-0.0012896815261074597,-0.0007323084200039721,-0.0011961274035261938,103.0,0.9613973498344421,0.9420184890773126,0.895848789966437,0.7290030133669869,0.34434378147125244,0.22582223710304686,0.7787593797990515
50,1.6334222464162584,120.1968002319336,0.9981064893543508,116.93719482421875,1.0,56704.0,-0.00981635183942342,-0.0008212751567733232,-0.0013270509709967077,-0.0005076385642923123,-0.001170080812649798,103.0,0.9617672562599182,0.9410270880361175,0.8967797686230248,0.7297999948518623,0.34260445833206177,0.2257844474761255,0.7786300593917796
51,1.6667573943023046,120.11629486083984,0.9974379779367297,116.7474365234375,1.0,56847.0,-0.007149751181707131,-0.00028997642929457727,-0.0006098848720135715,-0.00013743452546717566,-0.00044049118480984136,103.0,0.9609106183052063,0.940026152069004,0.8946998082572519,0.7318194106515274,0.3442142903804779,0.22608426987989033,0.7780628695328348
52,1.7000925421883506,120.12390899658203,0.9975012052296397,116.66767883300781,1.0,56815.0,-0.01000850809467374,0.0007073746641972672,0.0006048880237282963,0.00028603127872918883,0.0007322792096671624,103.0,0.9607469439506531,0.9402681216814809,0.894675701839303,0.7314074589013762,0.3437809646129608,0.2260199024189292,0.7780871331217803
53,1.7334276900743968,120.0786361694336,0.9971252625882293,116.98716735839844,1.0,56736.0,-0.005738343138850965,0.0017876713981145756,0.0018331220043671644,0.0006647691937700321,0.0018975846587779774,103.0,0.9600679278373718,0.9404610829103216,0.8940002820078963,0.7317280782078234,0.34443363547325134,0.2262790667681236,0.7778798357251672
54,1.7667628379604428,120.04414367675781,0.9968388391501072,117.31999969482422,1.0,56793.0,-0.0029840320422581668,0.0025172221536890788,0.00257271687698511,0.0009136134400327999,0.0026004956597305714,103.0,0.9598346948623657,0.9406147471225914,0.8950927050868945,0.730936048082987,0.3481338620185852,0.22566570998339747,0.777970953242678
55,1.800097985846489,119.96569061279297,0.9961873699587315,117.20854187011719,1.0,56917.0,-0.000867474108375732,0.002597690110926637,0.002523577377589742,0.000980811200132748,0.0025725428135238457,103.0,0.9580143690109253,0.9390867403411987,0.8942495212326721,0.7312614024719274,0.3501458764076233,0.2257882159467585,0.7770183525992255
56,1.833433133732535,119.99263763427734,0.9964111362899518,116.92047882080078,1.0,57027.0,-0.0025321116246074804,0.0019905856505100894,0.0017122787772165648,0.0008563067186067553,0.001832646142412054,103.0,0.9563218355178833,0.9370648990828906,0.8917530292668385,0.7326746665981447,0.35323566198349,0.2255312588329008,0.7760565236595075
57,1.866768281618581,120.07403564453125,0.9970870601256795,116.563232421875,1.0,56919.0,-0.006520696330270803,0.0009177405502823938,0.0004622351153335865,0.0005727693483677904,0.0006609475875962312,103.0,0.9552987217903137,0.9358386479031607,0.8889474516418068,0.7340409068633773,0.3564409613609314,0.2250651259962343,0.7755362533136373
58,1.9001034295046273,119.99846649169922,0.9964595387466485,116.14875793457031,1.0,56665.0,-0.005172217834302051,-0.0002597792337325232,-0.0007712380058020629,0.0001967616814917653,-0.0005384622816422945,103.0,0.954750657081604,0.9363451866231359,0.8898261713579811,0.7334800336547797,0.35670945048332214,0.22566824153776455,0.7753778454727124
59,1.9334385773906733,120.0145263671875,0.9965928989185677,115.96719360351562,1.0,56515.0,-0.006428063720955057,-0.001214849378493712,-0.0016132066797572586,-0.00018988432601310646,-0.0014174674220291197,103.0,0.9532098770141602,0.9370845498245304,0.8890383084136955,0.7326479815395784,0.35851389169692993,0.22511602582384818,0.7752108953956108
60,1.9667737252767195,119.9439697265625,0.9960070011181357,115.73492431640625,1.0,56346.0,-0.005287346837421714,-0.0017849339396866736,-0.0019206751041271422,-0.0005082528418634487,-0.0018162140419845669,103.0,0.9507311582565308,0.9381145067972883,0.8905867319774252,0.7318327640175081,0.3582596480846405,0.2257737716415778,0.7745932198479658
61,2.0001088731627656,119.95807647705078,0.9961241426658216,116.18883514404297,1.0,56486.0,-0.0015716671721868747,-0.0019981608554760872,-0.0018036029410703669,-0.0007022517128101327,-0.0017952930606960436,103.0,0.9576947093009949,0.9340898629748965,0.8839358425096484,0.7351597579228216,0.36302709579467773,0.22615995314635257,0.775598887904752
62,2.0334440210488114,119.96859741210938,0.9962115078330789,115.94009399414062,1.0,56185.0,-0.0029994110410114794,-0.0019991259110021314,-0.0015191542595524303,-0.0007512381572231491,-0.001561492621095931,103.0,0.9582610130310059,0.9356411853697607,0.8852896680608704,0.7321570518250172,0.3636765778064728,0.22541341430042092,0.7763059173916578
63,2.0667791689348576,120.02703857421875,0.996696799480063,116.08671569824219,1.0,56061.0,-0.003983287146409276,-0.0019346455022114552,-0.0013093452158775575,-0.0006722656557242906,-0.001337027825619772,103.0,0.9580841660499573,0.9372707110706789,0.8874083587520737,0.7301510810106798,0.36281105875968933,0.22589215941651472,0.776564495699354
64,2.1001143168209038,119.97356414794922,0.9962527512876724,116.15159606933594,1.0,55902.0,-0.001568248728582966,-0.001872245634496779,-0.0012752693328558645,-0.0005143702952187636,-0.001245664502244998,103.0,0.9548947811126709,0.9397457455308694,0.8915960072984866,0.7284882129872161,0.3615809679031372,0.2257450773420905,0.7762558552481005
65,2.13344946470695,120.00662994384766,0.9965273275276241,116.23799133300781,1.0,56266.0,-0.00143962630486405,-0.0017921646890419617,-0.0013513150681104377,-0.0003437584458626726,-0.0012705649625938693,103.0,0.9481045007705688,0.9387670470029267,0.8903778480787687,0.7303573514713327,0.36397257447242737,0.22560002076870156,0.7740031078281621
66,2.1667846125929957,119.9993896484375,0.9964672045807588,115.96564483642578,1.0,56295.0,-0.0038165450154076797,-0.0016430113828221555,-0.0013809695597282055,-0.00022428432057030028,-0.0012982444436201914,103.0,0.9416356086730957,0.9379637031115848,0.8902922106759037,0.7301556420233463,0.36319565773010254,0.2259662775616083,0.7717883528675031
67,2.200119760479042,119.9745101928711,0.9962606071837855,116.14037322998047,1.0,56468.0,-0.0003658824851912601,-0.0014130951765471485,-0.0012385196473481213,-0.00019819599726009226,-0.001212331819036133,103.0,0.9328690767288208,0.9388621284031075,0.8895657717645392,0.7305328796719148,0.3629557490348816,0.2256361825167859,0.7694490186160658
68,2.233454908365088,120.00128936767578,0.9964829797269859,116.1422348022461,1.0,56541.0,-0.0008252200677196786,-0.0011633518049527065,-0.0009194536355374168,-0.00027496811683008765,-0.0009812557109129918,103.0,0.9239409565925598,0.9380921219410103,0.888682548946782,0.7326526116647014,0.3648982048034668,0.22516942453967062,0.7666714325550864
69,2.2667900562511343,119.923095703125,0.9958336645716411,116.0006332397461,1.0,56694.0,0.0028771492510337726,-0.000996112330366828,-0.0005462047422544145,-0.00042412316768904965,-0.0006814406894157975,103.0,0.9140626192092896,0.9376712409308451,0.8886478286943945,0.7332669400002587,0.36474472284317017,0.2259787627559269,0.7634408434443127
70,2.3001252041371805,119.94038391113281,0.9959772247377072,115.91609191894531,1.0,56728.0,0.004075058661172137,-0.0009797101018711638,-0.0002888211698811812,-0.0005844240894989253,-0.00044996812250606624,103.0,0.9036208987236023,0.9345531894890237,0.8853299957692851,0.7359530883097002,0.36538809537887573,0.22589224322465978,0.7595461183444046
71,2.333460352023226,120.02839660644531,0.9967080764922253,116.25333404541016,1.0,57008.0,-0.00020074817287590863,-0.0010814363787553438,-0.0002502635799959965,-0.0006783162927161384,-0.0003884636134452017,103.0,0.961848258972168,0.9384179998128918,0.8869807746281224,0.7355491329479769,0.36218318343162537,0.2261173616845582,0.7779355053079616
72,2.3667954999092724,120.06072235107422,0.9969765073940885,116.88070678710938,1.0,56865.0,-0.00021190913991958604,-0.0011568271727641995,-0.00038498131577482914,-0.0006329251987346615,-0.00047945647179106646,103.0,0.960866391658783,0.9367918168762274,0.8882440868724172,0.7318156079481107,0.36125537753105164,0.22562545042726243,0.7773327816312391
73,2.4001306477953186,119.93685150146484,0.995947891835285,117.40196228027344,1.0,56543.0,0.0036016020417021233,-0.0010057172868137016,-0.00049902073023618,-0.0004024558792042076,-0.0005650667278179447,103.0,0.9578791260719299,0.9424272972192255,0.8968749447323277,0.7288535409523319,0.35741549730300903,0.22599190492149837,0.7777721811420857
74,2.433465795681365,119.97201538085938,0.9962398904254873,117.48700714111328,1.0,56172.0,0.0015709847823924816,-0.00046451560062584266,-0.0003349292788902793,1.5092828257946051e-05,-0.0004082779528349062,103.0,0.9530704617500305,0.9449666500510338,0.9017303994872891,0.7271644573322287,0.350969135761261,0.2255592377796189,0.7770509534818438
75,2.4668009435674105,119.94697570800781,0.9960319625944949,117.57992553710938,1.0,56557.0,0.004027760503286626,0.0005123735510545803,0.00029895323290012786,0.000573080226799365,0.00018972996978507757,103.0,0.9432566165924072,0.9433845500998993,0.8993051258022879,0.7274492906478707,0.35261276364326477,0.22611804957104453,0.7735995125884881
76,2.5001360914534567,119.90103149414062,0.9956504448010043,117.56041717529297,1.0,56545.0,0.006373774712771063,0.0018171248927741088,0.0014164596630039416,0.0011790558780838344,0.0012674320637137192,103.0,0.9348439574241638,0.9427712441418339,0.8989123706782209,0.7289356984478935,0.3514622151851654,0.22569999484350023,0.7710059992940076
77,2.533471239339503,119.81631469726562,0.9949469619748801,117.39564514160156,1.0,56555.0,0.008743198780606365,0.003208535024111884,0.002812028242810397,0.0017137399624882156,0.002644766498534153,103.0,0.9269129037857056,0.9421212389119735,0.8980461497657148,0.7303922201702161,0.3518165349960327,0.2254394234867172,0.7685162961663616
78,2.566806387225549,119.89479064941406,0.9955986212282585,117.40679168701172,1.0,56755.0,0.008021552125618836,0.00437457689220802,0.004111510404284749,0.002054383885801592,0.003957649745883099,103.0,0.9231330156326294,0.9413796141309136,0.8983525680556779,0.729686294677295,0.35025471448898315,0.22518642324505014,0.7672475235735072
79,2.6001415351115953,120.01182556152344,0.996570471602245,117.54364013671875,1.0,56767.0,0.003918418097191845,0.005015622639068255,0.004898374717060807,0.002101806782369325,0.0047809082636837445,103.0,0.9207492470741272,0.9418265306721628,0.8988496837951627,0.7300282921810699,0.3485097587108612,0.22550154320987653,0.7665810981483034
80,2.633476682997641,119.8445053100586,0.995181055008249,117.34888458251953,1.0,56967.0,0.010895226394334434,0.004929445269949729,0.004867687204675496,0.0018061282515311001,0.004792479054479674,103.0,0.9141455292701721,0.940310472144692,0.8975196166201485,0.7317721714109546,0.349397212266922,0.22586322063508377,0.7641486326902078
81,2.6668118308836872,119.82135772705078,0.9949888389694828,117.1974868774414,1.0,57382.0,0.01126106354648021,0.004081110479117131,0.003948107918346528,0.0011782781550513572,0.003904530160174083,103.0,0.964229166507721,0.9392318148548325,0.8937471681014952,0.7379467328540747,0.3490051031112671,0.225388700986381,0.7789989634687483
82,2.7001469787697334,120.01348114013672,0.9965842194204428,117.11964416503906,1.0,57560.0,0.002894617186572579,0.002635112179002843,0.0023421149609126617,0.00029448363962327113,0.002311131100724749,103.0,0.9639498591423035,0.941377113736391,0.8957261987491313,0.7361461037715338,0.34491801261901855,0.22462943305495517,0.7796033495657977
83,2.7334821266557796,119.93206787109375,0.9959081688767134,117.4538345336914,1.0,57571.0,0.0072189836293742315,0.0009261344907168735,0.0004645840339458089,-0.0007139243200410181,0.0004282068278435732,103.0,0.9648700952529907,0.9443411902983563,0.8986989977592885,0.735336943749042,0.34327322244644165,0.22441628774331987,0.7806630686018222
84,2.7668172745418254,119.98966979980469,0.9963864915835972,117.48323059082031,1.0,57400.0,0.0026898788167360466,-0.0006361732039886654,-0.0011996233121844373,-0.0016874410686094905,-0.0012545483359219327,103.0,0.9634576439857483,0.9457897793263648,0.9026829268292683,0.7331996372322352,0.34132111072540283,0.2244306206649891,0.780598613894318
