frame_index,time_s,G_skin_raw,G_normalized,frame_luminance,face_detected,BVP_detrended,BVP_butterworth,BVP_cheby1,BVP_cheby2,BVP_elliptic,gt_bpm
37,1.20004997461531,138.691243211555,0.989839688562733,115.969222663648,1,0.0056264597397564,0.00665627744688358,0.00811604115107063,0.000605042541550857,0.00809761996683631,NaN
38,1.2333846961324,138.93583281121,0.991585325039429,115.730826245946,1,0.00624041246280982,0.00609804844793025,0.00749796992016809,0.000750656974858705,0.00747907408905032,NaN
39,1.2667194176495,139.252140003345,0.993842810121423,115.759462832185,1,0.00194904587081046,0.00492415031777982,0.00616263015368159,0.000801154139956964,0.00614773900155244,NaN
40,1.30005413916659,140.030542992778,0.999398273860836,115.627553326103,1,-0.000322348698284736,0.00335837889041538,0.00427185874797785,0.000755060008303868,0.00425640954797895,NaN
41,1.33338886068368,140.57078735767,1.0032539990062,115.59083372876,1,-0.000926350225334716,0.00169817280898023,0.00212629714743203,0.000622663044370448,0.00210599921108288,NaN
42,1.36672358220077,140.876825546894,1.00543819419326,115.581608092677,1,-0.00289473695884312,0.000244327187887356,0.000147142193751915,0.000424635030317042,0.000133966806943586,NaN
43,1.40005830371786,141.201093942677,1.00775249840209,115.886133571154,1,-0.0101875207745201,-0.000734068706919927,-0.00112138524148799,0.000188526681042891,-0.00111928639712121,NaN
44,1.43339302523496,141.441025391159,1.00946488964426,115.139074275232,1,-0.00809338628441358,-0.00115198174440502,-0.00136341305451591,-5.32394832201077e-05,-0.00135562590512392,NaN
45,1.46672774675205,141.0720083909,1.00683121455309,114.869469229154,1,-0.00709782204436338,-0.00125302317307962,-0.00091507676787059,-0.000271499628505407,-0.000907464605638736,NaN
46,1.50006246826914,141.622694102632,1.01076145961236,114.966722889873,1,-0.0103517887413244,-0.00148977632006459,-0.000640324613980742,-0.000441345888311906,-0.000633823970598672,NaN
47,1.53339718978623,141.2924827971,1.00840474084441,114.641775547773,1,-0.0082443486868955,-0.00224287165512488,-0.00140143174787059,-0.000544825971855576,-0.00140145934583045,NaN
48,1.56673191130332,141.225735868984,1.00792836788092,114.802035511044,1,-0.00902451825693562,-0.00356214559352347,-0.00348626044725587,-0.000575426236525369,-0.00348336888187017,NaN
49,1.60006663282042,141.357856679496,1.00887131437777,116.239612184443,1,-0.0186747381214534,-0.00502079456516844,-0.00621442339888002,-0.000536878462933187,-0.00619695667264492,NaN
50,1.63340135433751,141.36297579395,1.00890784950817,116.180964177478,1,-0.0183932642796706,-0.0059042375811211,-0.00824447170528543,-0.000439936486404939,-0.00822024938443406,NaN
51,1.6667360758546,141.934937102704,1.01298993854723,114.967771600552,1,-0.0182343926833595,-0.00567367330363371,-0.00848988316346147,-0.000304705621468973,-0.00846544337498348,NaN
52,1.70007079737169,141.312393652087,1.00854684465747,115.598612716447,1,-0.019733147558547,-0.00429195488146142,-0.00677735091036536,-0.00015390009077369,-0.00675342212092166,NaN
53,1.73340551888878,142.286530734818,1.01549926302406,115.237682328426,1,-0.0129813880010586,-0.00225096200814175,-0.00390934555738872,-9.08666238275958e-06,-0.00388838052608109,NaN
54,1.76674024040588,142.290374483037,1.01552669586302,115.353248933068,1,-0.0136240623016665,-0.000351238463390586,-0.00124974657572675,0.000109224092735562,-0.00123074305463556,NaN
55,1.80007496192297,140.978934012032,1.00616694251934,115.310812404198,1,-0.0100987170623368,0.000684365031922998,-5.17805339233786e-07,0.000189339848519662,1.96161549455174e-05,NaN
56,1.83340968344006,141.97106789805,1.01324780410806,115.780565064624,1,-0.0117042872881707,0.000566955262356439,-0.000555753387601376,0.000225246325219508,-0.000528013190218201,NaN
57,1.86674440495715,142.636122088861,1.01799429723817,116.154793252548,1,-0.0185329996036399,-0.000442522363310543,-0.00234304618380576,0.000219646643332634,-0.00230966078569144,NaN
58,1.90007912647424,142.089019348358,1.01408962385193,116.124729437229,1,-0.0139798640321168,-0.0017354817717056,-0.00427676350257767,0.00018383063487487,-0.00424501950942464,NaN
59,1.93341384799134,142.544110549392,1.01733761069139,116.96374878245,1,-0.0208613023538484,-0.00268289346591979,-0.00538919747191265,0.000130112908532957,-0.00535759083141548,NaN
60,1.96674856950843,142.473755538039,1.01683548683041,116.856513493056,1,-0.0182766133471811,-0.00287994477956277,-0.00521707564983366,7.67683680264018e-05,-0.00518725628742788,NaN
61,2.00008329102552,142.164932275837,1.01463141457176,116.879416726922,1,-0.0165587100357228,-0.00228386663505843,-0.00394484049730645,3.76446292648836e-05,-0.00392112737069944,NaN
62,2.03341801254261,141.986708717688,1.01335943267004,117.279727024904,1,-0.0154776978082251,-0.00117287649991677,-0.00221156974507053,2.3545171640423e-05,-0.00219116963654393,NaN
63,2.0667527340597,141.949427549665,1.01309335689705,117.334080884459,1,-0.0141803938954539,5.14652841043934e-05,-0.000666144795853047,3.89513038263903e-05,-0.0006479591797988,NaN
64,2.1000874555768,141.375250964069,1.0089954574226,117.104742751802,1,-0.0107831217612323,0.00106130207556694,0.000382840713731968,8.14330309527951e-05,0.000406503469287533,NaN
65,2.13342217709389,142.095021632998,1.01413246216978,117.460877026253,1,-0.0157356013267276,0.00171872498539828,0.00106018247022343,0.000140565779468395,0.001095299496991,NaN
66,2.16675689861098,141.841682747367,1.01232438202105,117.370469234931,1,-0.0132207565249029,0.00202452312296196,0.0016264406179225,0.000203293889365152,0.00166137916949371,NaN
67,2.20009162012807,141.316447579505,1.00857577754581,117.32246662102,1,-0.0110018102633583,0.00195995218024954,0.00201224558797867,0.000251981577025929,0.00203333320468085,NaN
68,2.23342634164516,141.582107165698,1.01047179055984,116.749185888347,1,-0.00987040812507992,0.00149000527503805,0.00183863041394104,0.000270500194791908,0.00184885216056689,NaN
69,2.26676106316226,142.123808751048,1.01433791589061,116.743577327165,1,-0.0120645605990495,0.000737456754061447,0.000945239109517522,0.000246039972454619,0.000952719192163076,NaN
70,2.30009578467935,142.62975722602,1.01794887119895,116.754333362261,1,-0.0121668883540017,5.56093046116964e-05,-0.000242463286961021,0.00017263358996082,-0.000232285729569524,NaN
71,2.33343050619644,143.348309635973,1.02307718122931,117.04423687121,1,-0.0149658376482653,-0.000119601536642415,-0.000874007606566251,5.11893888118375e-05,-0.000859938135239248,NaN
72,2.36676522771353,143.528312595275,1.02436186272073,116.661487596162,1,-0.0131837167961849,0.000458754554385371,-0.000220067107020751,-0.000107691162605358,-0.000204310391717964,NaN
73,2.40009994923062,143.436274574587,1.02370498717744,116.36940493176,1,-0.0110727044359256,0.00163336324213733,0.00177601557162628,-0.000286674010854926,0.00179241489410481,NaN
74,2.43343467074771,143.592264467622,1.02481828736543,116.694994619812,1,-0.0108929342120167,0.00283112867697843,0.00429614189416829,-0.000462482710781844,0.00430723005924915,NaN
75,2.46676939226481,143.320735520188,1.02288038470814,116.056602733686,1,-0.00303339301135599,0.00328592071021092,0.00593635777228,-0.000607850493016093,0.00593730224291828,NaN
76,2.5001041137819,143.37555135807,1.02327160545604,116.981193908865,1,-0.00583133334323707,0.00246907216603047,0.00550719209040233,-0.000699135989043365,0.0055072135179399,NaN
77,2.53343883529899,144.049417100385,1.02808098664739,117.626921116727,1,-0.0126801183441867,0.000477806392452701,0.00285937405961139,-0.000715588553294258,0.0028559641998652,NaN
78,2.56677355681608,143.525772155317,1.02434373159551,117.249387265478,1,-0.00660727559264643,-0.00195850326031736,-0.000978790193657446,-0.000643823753682474,-0.000989447222952733,NaN
79,2.60010827833317,144.190793191048,1.02908998809775,118.38032374666,1,-0.0175621428435591,-0.00375903639406649,-0.00419448884461101,-0.000485762982878147,-0.00419446621898894,NaN
80,2.63344299985027,143.573371369944,1.02468344728838,118.672889228224,1,-0.0192627486852385,-0.00392187802986377,-0.00491844756720488,-0.000250223871926856,-0.00490461432531647,NaN
81,2.66677772136736,142.705827463093,1.01849178463768,118.694269397952,1,-0.0150461153126336,-0.00212430821906822,-0.00241616474191932,3.96392384059644e-05,-0.00241067771345843,NaN
82,2.70011244288445,140.79315121781,1.00484101033418,118.689684615491,1,-0.00599145787879377,0.000946233908866531,0.00218053357672064,0.000352445160129999,0.0021704178145262,NaN
83,2.73344716440154,140.012141303873,0.999266940969212,118.917501192179,1,-0.00252752042707519,0.00396475001994056,0.00656780468428572,0.000650665282172004,0.00655472628009707,NaN
84,2.76678188591863,139.843215810962,0.998061319378247,119.076563533857,1,-0.00265479531637861,0.00571522944884171,0.00871671263817392,0.000896952983023875,0.0087069996753407,NaN
85,2.80011660743573,139.034813337478,0.992291749259344,119.375052628016,1,-0.00238907339672759,0.00561157844592479,0.00782112174850319,0.00105817146034505,0.00780589967425581,NaN
86,2.83345132895282,138.675817408869,0.989729594577181,119.280776622814,1,-0.000204820511249398,0.0038545157364864,0.0045103264323517,0.00111001802910349,0.00449943874440378,NaN
87,2.86678605046991,140.23075423768,1.00082718192823,120.598140977232,1,-0.0133900200511332,0.00134102392923125,0.000612124088630798,0.00103843242022945,0.000625801207876577,NaN
88,2.900120771987,140.714474580422,1.00427949501104,120.685172690253,1,-0.0186505846201099,-0.000823763042178175,-0.00186629956880463,0.000846927116267889,-0.00184971327172357,NaN
89,2.93345549350409,139.923537695073,0.998634576830643,119.464848161168,1,-0.00848468749234127,-0.00208428938606908,-0.0022642314578019,0.000552287491362382,-0.00227846214411495,NaN
90,2.96679021502119,140.201843589507,1.00062084657265,119.297699540226,1,-0.00894113443147687,-0.00266863745190213,-0.00158955489569825,0.000181530428177176,-0.00162183607100261,NaN
91,3.00012493653828,140.311122743149,1.00140077211735,119.070153552649,1,-0.0101305842585256,-0.00306621606673987,-0.00120007882244649,-0.000225587354817311,-0.00121778887558346,NaN
92,3.03345965805537,140.842728671356,1.00519484472229,119.655056264348,1,-0.0133544674627472,-0.00349325664913631,-0.00157844279549981,-0.000625776828974911,-0.0015708503559581,NaN
93,3.06679437957246,141.03626406521,1.00657610722699,119.547302344635,1,-0.0143295309922656,-0.00382842779557485,-0.00231136000813725,-0.000974978556773991,-0.00228921701436275,NaN
94,3.10012910108955,141.072999320839,1.00683828682211,119.639210851132,1,-0.0151245023831461,-0.00383486622209895,-0.00277861733924417,-0.00123432217981973,-0.00276213861587938,NaN
95,3.13346382260665,141.084043087043,1.00691710620426,119.420836088754,1,-0.0138144130021017,-0.0033825617088516,-0.002746570873792,-0.0013734353918254,-0.00275281372209018,NaN
96,3.16679854412374,140.896737536675,1.00558030610536,118.877480431849,1,-0.00824986777041586,-0.00249706449465379,-0.00239217837299296,-0.00137402362519615,-0.0024151021069941,NaN
97,3.20013326564083,140.958011858403,1.00601762106578,119.213971745947,1,-0.010666706302613,-0.00120398320414799,-0.00176989475315499,-0.00123349184792339,-0.00177996851153561,NaN
98,3.23346798715792,141.380462141325,1.00903264960542,119.38784013398,1,-0.0133671690962369,0.000569191280284971,-0.000466396333139037,-0.000962454011522933,-0.000449662805400282,NaN
99,3.26680270867501,140.996406951026,1.00629164692094,119.60038576685,1,-0.0118071436045065,0.00275946663489776,0.00184974533563601,-0.000585625468455248,0.00187096857503214,NaN
100,3.30013743019211,139.091256602596,0.99269458495879,118.913218835256,1,-0.00227138509691799,0.00487552150123651,0.00461685776614068,-0.000138305032464014,0.00462287232448275,NaN
101,3.3334721517092,139.535486604082,0.995865055394692,119.263353271473,1,-0.00277956595364121,0.00614933918314376,0.00652678963265589,0.000334950177481775,0.00652508637930848,NaN
102,3.36680687322629,139.930414222929,0.99868365462412,119.249727449464,1,-0.00252856335918,0.00603849725069731,0.00651166164544969,0.000788919660681924,0.00651500504848982,NaN
103,3.40014159474338,141.530920984485,1.01010647467906,119.158334449708,1,-0.00606208629318467,0.00456149263030774,0.0044523386995151,0.0011778009512318,0.00446060667829226,NaN
104,3.43347631626047,141.855766346191,1.01242489669487,119.060249619731,1,-0.00774967547415789,0.00226980607985226,0.00116317204787812,0.00146227947610013,0.00117299590208425,NaN
105,3.46681103777757,142.681530482171,1.01831837703478,119.073138385232,1,-0.0126521408928287,-5.87757988131012e-06,-0.00204957969197584,0.00161111813002913,-0.00203991234484702,NaN
106,3.50014575929466,143.159137509134,1.02172705937028,118.925524460211,1,-0.0131951598999806,-0.00150047194735223,-0.00397761936723686,0.00160638135594114,-0.00396751342042165,NaN
107,3.53348048081175,143.082285167685,1.02117856405101,118.630530940279,1,-0.0140779763654187,-0.0018274584953834,-0.00404170578740414,0.00144295381658375,-0.00402959285651841,NaN
108,3.56681520232884,143.070136949494,1.02109186219276,118.523161941767,1,-0.0126075054819583,-0.00112766863080355,-0.00254563043480477,0.00113129974510466,-0.00253280638654739,NaN
109,3.60014992384593,142.374363614381,1.01612612646647,118.153338413885,1,-0.00815674801614158,1.73137667016747e-05,-0.000525724234845171,0.000696231938961724,-0.000513964595633744,NaN
110,3.63348464536303,141.705942427819,1.01135560308075,118.143999923828,1,-0.00902723388990528,0.000885150407287902,0.000782537557581275,0.00017457832252649,0.000792150917375618,NaN
111,3.66681936688012,141.91002928406,1.01281217139425,117.973962103151,1,-0.00784926765681054,0.000956994735301277,0.000560103131442302,-0.000385348558089348,0.000561465678832403,NaN
112,3.70015408839721,141.19833984974,1.00773284243513,118.120557854331,1,-0.00691461981295255,0.000129431133832495,-0.00121457769423321,-0.000929922896938567,-0.00121903269292947,NaN
113,3.7334888099143,142.025178959769,1.01363399486703,117.792740222043,1,-0.0116951985566678,-0.0012372514724551,-0.00367415776803548,-0.00140441307069101,-0.0036683842355102,NaN
114,3.76682353143139,142.952881469741,1.02025500959216,118.482387903274,1,-0.0159264470209163,-0.00250712124424577,-0.00545729820883878,-0.00175714026035601,-0.00543727039608885,NaN
115,3.80015825294849,142.931794964763,1.02010451516269,118.238041882547,1,-0.0151990235492275,-0.00321201598393053,-0.00566636524916895,-0.00194592985055577,-0.0056489806329766,NaN
116,3.83349297446558,141.664976616808,1.01106323000316,118.233184985574,1,-0.0100850094876165,-0.00340096046391931,-0.00462115848226467,-0.00194291219587292,-0.00461941599328438,NaN
117,3.86682769598267,141.223346139964,1.00791131237998,118.157993753535,1,-0.0102088296018344,-0.00352939593664542,-0.00357890589146782,-0.00173907300533368,-0.00359119995463849,NaN
118,3.90016241749976,139.589588049155,0.996251177519654,118.506258895071,1,-0.00835258579052195,-0.00402036720079165,-0.00369862243735354,-0.00134438856187396,-0.0037176442669584,NaN
119,3.93349713901685,139.926323138572,0.998654456546633,118.093384995056,1,-0.00893390378874265,-0.00488154112101024,-0.00512726291466326,-0.000790905911532513,-0.00513826480418718,NaN
120,3.96683186053395,141.533443855241,1.01012448041284,118.354072688301,1,-0.0142206760876109,-0.00561286602137861,-0.0067807195677319,-0.000129590372504312,-0.00676959020983702,NaN
121,4.00016658205104,140.745299486308,1.00449949242786,118.104326227004,1,-0.0144974396574389,-0.00550128094051873,-0.00705019656262866,0.000574777173207166,-0.00702276995730606,NaN
122,4.03350130356813,140.884323440757,1.00549170667721,118.09494648242,1,-0.0171637142428093,-0.00419021507126849,-0.00513289164864957,0.00124711595310256,-0.00512497511859796,NaN
123,4.06683602508522,138.697891317126,0.98988713610589,117.294446930556,1,-0.00126342174951119,-0.0020802222037806,-0.00191020235714853,0.00181480053055883,-0.00195067639831207,NaN
124,4.10017074660231,138.107026961631,0.985670135983297,116.93155286668,1,0.00215841588088231,-6.01274568478691e-05,0.000762674575281565,0.00220823449078128,0.000700906807152019,NaN
125,4.13350546811941,139.282660392208,0.994060634199623,116.484051914688,1,0.00346221782464654,0.00130870642211347,0.00196125132237112,0.00237736793898255,0.00194391061501945,NaN
126,4.1668401896365,143.221230869468,1.02217021981092,116.802747171779,1,-0.0118683844083385,0.00223636755544581,0.00258828165409481,0.0022911432132042,0.00262839206076465,NaN
127,4.20017491115359,143.112852641888,1.02139672417738,116.849374576551,1,-0.00872441999949478,0.00313420339527095,0.00385668972167291,0.00195019765600387,0.00387687850939633,NaN
128,4.23350963267068,140.602252846311,1.00347856826346,114.737908114239,1,0.0136726263707687,0.0038019666120088,0.00530400229905188,0.00138226166088752,0.00525091663513733,NaN
129,4.26684435418777,140.926829200762,1.00579507037394,115.097945355949,1,0.0115249905746481,0.00370256843860162,0.00545751983559557,0.000639305684911434,0.00539413912910428,NaN
130,4.30017907570487,142.526245452292,1.01721010745658,117.108391280635,1,-0.00705226493068808,0.00292562531254552,0.00419082121803705,-0.000200670014856516,0.00417535964645286,NaN
131,4.33351379722196,141.161646609257,1.0074709627022,116.660600798995,1,-0.00183500188420357,0.00221408449293651,0.00297093504634885,-0.00104312642656712,0.00297240755647475,NaN
132,4.36684851873905,139.577925286744,0.996167940360291,116.903690641139,1,0.00180127621839168,0.00210616136047551,0.00298371916283296,-0.00179466825145536,0.00296551876518885,NaN
133,4.40018324025614,139.701338497315,0.997048740698423,116.732678339002,1,0.00349891081704037,0.0025336030098929,0.00415855631844197,-0.00236569176980663,0.00412936859261645,NaN
134,4.43351796177323,138.586894834376,0.989094953979804,116.689826662429,1,0.00308384322126368,0.003098250426261,0.00570513648590255,-0.00268471499267566,0.00568296110101442,NaN
135,4.46685268329033,139.10706229793,0.992807390238952,116.351097621726,1,0.00323483246248216,0.00339763519380233,0.00677918983184904,-0.00270716758805283,0.00676523582349667,NaN
136,4.50018740480742,138.419706385096,0.987901729672816,117.119552905117,1,0.00331716034583554,0.00316973603270438,0.00673739170068054,-0.00242211365422852,0.00671651717874947,NaN
137,4.53352212632451,138.596893741214,0.989166316198514,117.324248645327,1,0.00469714955580139,0.00237800431325529,0.00530627643469772,-0.0018541334064434,0.00526859626971773,NaN
138,4.5668568478416,136.681079189769,0.97549314379747,119.263412146573,1,0.00445799210558542,0.00132243903586804,0.00291590169442722,-0.00106225819339205,0.00287822835510159,NaN
139,4.60019156935869,136.769293382131,0.976122728670118,120.123112673367,1,-0.00309993872400768,0.000654925868044205,0.000879287316275664,-0.000134292242684237,0.000867752546458411,NaN
140,4.63352629087579,136.945007773942,0.977376802646517,120.212497351923,1,-0.00258363014530702,0.00106799767085151,0.000785247815168274,0.000825148765032516,0.000804424921790731,NaN
141,4.66686101239288,138.155084656002,0.986013123847045,120.660787505329,1,-0.00880830710544908,0.00270332271718153,0.00314904863922757,0.0017020415801008,0.00316088135131225,NaN
142,4.70019573390997,140.216723586839,1.00072704514426,117.530703179727,1,0.00920895362168064,0.00475375257038411,0.00645414264599423,0.00239462960181489,0.00641549008511283,NaN
143,4.73353045542706,140.89582104763,1.00557376512115,116.234840374186,1,0.0155575410075614,0.00587923519894978,0.00805628034807718,0.00281576009171566,0.00799502917882902,NaN
144,4.76686517694415,141.714998977214,1.01142023969244,117.950725137873,1,0.00209075327004962,0.00530185176454251,0.00660898881188429,0.00291163536740125,0.00659032662394001,NaN
145,4.80019989846125,142.211224965763,1.01496180559515,118.897334639701,1,-0.00247188654280314,0.00338288100036156,0.00324871162941879,0.00266924911203802,0.00328377626508228,NaN
146,4.83353461997834,142.888226067088,1.01979356385021,120.011683601974,1,-0.0118651444396393,0.00104470716945309,0.000110011745859295,0.00211232314550085,0.000151130133372923,NaN
147,4.86686934149543,140.542828469792,1.00305445636581,119.623138731169,1,-0.00166447835110581,-0.0011425770219072,-0.00186161535425749,0.00130762895961256,-0.00185924196427906,NaN
148,4.90020406301252,140.677088765834,1.00401267237529,119.853545544391,1,-0.00438534524271092,-0.00319639883070311,-0.00336254206015994,0.000348051620683086,-0.00339314242685407,NaN
149,4.93353878452961,139.198778947643,0.993461972156932,120.520636265806,1,-0.00744576072868183,-0.00524592528283293,-0.00537742575906728,-0.000649722954410694,-0.00540512071679643,NaN
150,4.96687350604671,139.272907918195,0.993991030772499,121.095610474851,1,-0.00841253311541254,-0.00705462099121535,-0.00780580295854949,-0.00156500006978311,-0.00779772938417347,NaN
151,5.0002082275638,140.729660000904,1.00438787338831,121.966793409379,1,-0.0233645147707592,-0.00804881431031695,-0.00942203356027931,-0.00228891313663023,-0.00937773436191494,NaN
152,5.03354294908089,140.500975364318,1.00275575066581,120.918656372683,1,-0.0142389784502281,-0.00782885932663024,-0.00913897244880426,-0.00273093932059028,-0.00909702936969654,NaN
153,5.06687767059798,141.324851141455,1.00863575378476,120.877017665304,1,-0.0132713539616053,-0.00663959317657678,-0.00725144026224469,-0.00284149280073366,-0.00723888529209093,NaN
154,5.10021239211507,141.426984223367,1.0093646778008,119.650030681676,1,-0.00603885037960336,-0.00521460094024368,-0.00520830172532415,-0.00260744450647849,-0.0052121287117829,NaN
155,5.13354711363217,142.100086929017,1.0141686131979,119.61861345821,1,-0.00983791730010539,-0.00416384341390034,-0.0042551750073576,-0.00206216209861235,-0.00425051702133108,NaN
156,5.16688183514926,142.889002108602,1.01979910246009,119.52043467893,1,-0.010599514032013,-0.00355872280837129,-0.00447204598728265,-0.00127538902897945,-0.004448282991484,NaN
157,5.20021655666635,143.40999864502,1.02351745581398,119.431965934253,1,-0.0108757157279232,-0.00300785310197432,-0.00493264672894034,-0.000348754959265282,-0.0048960913619809,NaN
158,5.23355127818344,142.985395465871,1.02048706204953,119.383300693594,1,-0.0129031513426885,-0.00203324983159546,-0.00455668317902543,0.000598997233955199,-0.0045199411314014,102
159,5.26688599970053,142.698146426631,1.01843696506463,119.083469255663,1,-0.00669739837392147,-0.000435556196861928,-0.00290701731382588,0.00144844452299442,-0.00288066412211424,102
