frame_index,time_s,G_skin_raw,G_normalized,frame_luminance,face_detected,skin_pixel_count,BVP_detrended,BVP_butterworth,BVP_cheby1,BVP_cheby2,BVP_elliptic,gt_bpm
36,1.16666666666667,120.850019734084,0.999319296082697,124.586690241037,1,88797,-0.004894896306608,0.013141538587478,0.0137378729713125,0.010624893219353,0.0138432374250157,103
37,1.2,120.977301920116,1.00037180351984,125.371396373477,1,88441,-0.0102524830457058,0.0141143597829944,0.0138334585489107,0.0105895141225271,0.0138069064380493,103
38,1.23333333333333,121.079397344023,1.0012160394362,126.02202020202,1,89100,-0.0100064713071506,0.0132167521382377,0.0121238530673646,0.00871932151285961,0.0120117681376182,103
39,1.26666666666667,120.99992656142,1.00055888864132,125.624576296165,1,90472,-0.00370153701294251,0.00996631632572723,0.00845412533324028,0.00517872277286978,0.00841653565903562,103
40,1.3,120.970825173358,1.00031824673909,124.977220240935,1,88046,-0.0121626725749315,0.00447261847436719,0.00305404022455685,0.000486746847268992,0.00324529292133528,103
41,1.33333333333333,122.067466482531,1.00938646885067,133.644628800969,1,90284,-0.0462528922842418,-0.00254249814712493,-0.00349280014093287,-0.0045661044898389,-0.00304390920163178,103
42,1.36666666666667,122.028428631107,1.00906366147098,133.223123762561,1,89230,-0.0463226059268349,-0.00996015209483076,-0.0103609765873107,-0.00905846458419447,-0.00977500521608429,103
43,1.4,121.973098937905,1.00860613543843,133.373515196199,1,89518,-0.0424400589948044,-0.0165688832791726,-0.0166134538703965,-0.0121318129177638,-0.0160832880742057,103
44,1.43333333333333,121.988652996438,1.00873475329765,133.001956852157,1,89259,-0.0475988380302432,-0.0212890574766958,-0.0213052136914064,-0.013165260205411,-0.0209687935152454,103
45,1.46666666666667,121.952917264734,1.00843925143235,132.884437883498,1,89418,-0.0450430563768429,-0.0232716268931452,-0.0235764819835288,-0.0119170427522516,-0.0234388590842969,103
46,1.5,121.955401167663,1.00845979104114,132.674315106787,1,89430,-0.0454148617406076,-0.0219719484134661,-0.0227955794612608,-0.00859052681689017,-0.0227473301749892,103
47,1.53333333333333,121.891525601297,1.00793159844209,132.871909844995,1,89653,-0.0411572196049654,-0.0173194182143463,-0.018783872951202,-0.00379885592705232,-0.0186813063386494,103
48,1.56666666666667,122.045217572165,1.00920249068092,130.846188029866,1,87011,-0.0635670810091744,-0.00996716227088385,-0.0120608435875414,0.00154407049047885,-0.0118131592745337,103
49,1.6,121.978653316338,1.00865206507549,133.126850462064,1,90608,-0.0445016393693296,-0.00142716135783286,-0.00395506405977184,0.00641970393497015,-0.00354628156037832,103
50,1.63333333333333,120.908199002396,0.999800385499015,125.054990840445,1,89524,-0.00939496905221726,0.00614987984630459,0.00357685841502735,0.00990355185807494,0.00410735468138381,103
51,1.66666666666667,121.002899179413,1.00058346947735,126.169598200921,1,91306,-0.00702697138165487,0.0106101818066341,0.00846199579292721,0.0113611031061411,0.00904915884321366,103
52,1.7,120.809644869734,0.998985432827145,124.995394884102,1,90841,-0.00285128988043848,0.0106066875137012,0.00920667489083224,0.0105820565355981,0.0097725521044087,103
53,1.73333333333333,121.80984405537,1.00725616665351,132.987543487234,1,90448,-0.0392065323087047,0.00616833958835555,0.0054950914252355,0.00780217899378408,0.00593910466260342,103
54,1.76666666666667,121.786791942225,1.00706554673031,133.016077030797,1,92119,-0.0313613376474098,-0.00127130807051472,-0.00158168010388694,0.00366277072035047,-0.00134823878839491,103
55,1.8,121.633797657062,1.0058004237151,131.801742602336,1,89330,-0.0351904436157626,-0.00937877526061647,-0.00979149407804151,-0.000957213706838954,-0.00979701368457761,103
56,1.83333333333333,121.607213817956,1.00558059964357,131.694113693643,1,89275,-0.0366793054735344,-0.0156946766087769,-0.0164447667462043,-0.00511834981747242,-0.0165986848852044,103
57,1.86666666666667,121.63020637291,1.00577072707493,131.563697648692,1,89794,-0.0355581075517037,-0.0183594293694066,-0.0192594271357861,-0.00803031146728642,-0.0193689850013128,103
58,1.9,121.507479285989,1.00475588614746,130.591513448808,1,88273,-0.0359043878082861,-0.0165815898320737,-0.0171090815097307,-0.00920703395934461,-0.0169760997154819,103
59,1.93333333333333,121.288054070368,1.00294144000587,128.570901893235,1,88244,-0.0275634752070917,-0.0107798427256906,-0.0103984667506947,-0.00854926562639722,-0.0099503139942295,103
60,1.96666666666667,120.750619018598,0.998497342944017,122.853154121864,1,83700,-0.028047889619363,-0.00241777630538107,-0.00093288813447162,-0.00634408914289007,-0.000301316132375379,103
61,2,120.742455228973,0.998429835859453,125.596971534288,1,85764,-0.00701402596059264,0.0064116403257726,0.00868522024877826,-0.00316748939961876,0.00921758058190788,103
62,2.03333333333333,120.599225019455,0.997245452832722,126.028219432267,1,83713,0.00261514346715619,0.0135653054921543,0.0159350812219992,0.00025570753274126,0.0160935482800859,103
63,2.06666666666667,120.62050951432,0.99742145616705,125.436615466358,1,82812,-0.00404633864997006,0.0174613136736213,0.0192247927664824,0.00322712021255398,0.018920345951538,103
64,2.1,120.421384527519,0.995774874378476,122.198216097234,1,87075,0.00991585351275326,0.0175506973661635,0.0183936151383367,0.00522627894894804,0.0177964605174604,103
65,2.13333333333333,120.483751958179,0.996290596072544,122.616026835355,1,89633,0.0146323978506706,0.0144821759979201,0.0146715467009273,0.00600232440174747,0.0141164562503161,103
66,2.16666666666667,120.779348471862,0.998734909285142,123.796945293387,1,89654,-0.000468415745091599,0.00986350110844977,0.0101061962872748,0.00560433609140412,0.00988079882676631,103
67,2.2,120.852697800586,0.999341441246901,124.220548582055,1,89625,-0.00292128785808177,0.00565889286760714,0.00668991927013584,0.00433526529191051,0.00683720126768521,103
68,2.23333333333333,120.678574505457,0.997901600615494,121.791370317686,1,87172,-0.0101153523836286,0.0034278492006117,0.00555984848390598,0.00264472173015654,0.00582787272164886,103
69,2.26666666666667,120.956351170682,1.00019855995544,128.251555123524,1,88471,-0.00566558169001907,0.00372253961726875,0.00662211041452579,0.00100975550470237,0.00661738682288027,103
70,2.3,120.524153362048,0.996624678785677,125.039238038213,1,86846,0.00944420331790585,0.00592655846270969,0.00875887766079733,-0.000187693683629325,0.00821375028504024,103
71,2.33333333333333,120.842139941714,0.999254137396073,123.427888409228,1,86172,-0.0159257878623775,0.00862208893222004,0.0104937886539914,-0.000751472845999254,0.00946532251496059,103
72,2.36666666666667,119.972169238836,0.992060274190045,125.920855212141,1,75225,0.0328160913180453,0.0103087686431498,0.0107606376933407,-0.000677346045770333,0.0096442643931471,103
73,2.4,120.408272967581,0.995666453752011,127.633574545703,1,78216,0.013853819493431,0.0101077235956795,0.00937130611651529,-0.000161552801201324,0.00865748475968186,103
74,2.43333333333333,120.883655881063,0.999597436299766,129.569187924965,1,82948,0.000425251751271061,0.00808190460773315,0.00695002636012323,0.000506686365673241,0.00691932035028264,103
75,2.46666666666667,121.060483471252,1.00105963898161,128.847231031775,1,88288,-0.00531349258409608,0.00501815775697534,0.00440838180703384,0.00100984708095446,0.00491900169820016,103
76,2.5,121.321411213653,1.00321727311719,131.108317859883,1,89939,-0.0132537218731064,0.00184342283080712,0.00230667110347599,0.00110098463791691,0.00285777064068305,103
77,2.53333333333333,121.10028484043,1.00138875995583,128.735471482117,1,90265,-0.00428206003519049,-0.000926969589114376,0.000514228706664257,0.000665739090260922,0.000546007081545071,103
78,2.56666666666667,120.902278580576,0.999751429017431,128.841559578883,1,87545,-0.000150653032569226,-0.00335614170972477,-0.001610366264413,-0.000261568974461474,-0.00236338860303314,103
79,2.6,120.946927025809,1.000120630884,128.748290559672,1,88528,0.00163277803315531,-0.00580072770729434,-0.00463853700256428,-0.00151120947376336,-0.00596067792884525,103
80,2.63333333333333,120.97990619989,1.00039333853519,127.811402078188,1,85844,-0.0162842562454679,-0.00842345851356731,-0.00848399927265731,-0.00283673749850181,-0.00979936996960416,103
81,2.66666666666667,121.163342339228,1.00191018788319,130.970996898831,1,90611,-0.00175184886785917,-0.010879333475158,-0.0122279754127346,-0.00397057636904764,-0.0129423984932481,103
82,2.7,121.188624549314,1.00211924867145,128.322784069637,1,85472,-0.0282004693103293,-0.0124174036770356,-0.0145275229015337,-0.00470617662189601,-0.0144054650536797,103
83,2.73333333333333,121.375359497184,1.00366337615336,131.101076831359,1,89460,-0.0156298830255956,-0.0123498860354041,-0.0143999845407515,-0.00491631494442742,-0.01370185798712,103
84,2.76666666666667,121.330216374732,1.00329008375794,127.494325332357,1,87406,-0.0289414267803239,-0.0105830242053927,-0.0119072072714517,-0.00459464119123405,-0.0112354636472906,103
85,2.8,121.374884797424,1.00365945081986,130.893444927442,1,92478,-0.00743930915954127,-0.00783786216762511,-0.00827987600026933,-0.00381218140339896,-0.00817962246125782,103
86,2.83333333333333,121.259518712851,1.00270547865932,130.119155036783,1,90213,-0.013946007584803,-0.00535989058585686,-0.00533414851923061,-0.00270551521710564,-0.00594200942868419,103
87,2.86666666666667,121.265078919821,1.00275145649306,130.675967513576,1,90171,-0.00909012353215677,-0.00423129530798015,-0.00446531268734685,-0.00141259921350346,-0.00540165646945886,103
88,2.9,120.936713272671,1.00003617247333,128.648642577138,1,89029,0.00254341043628825,-0.00467479114477716,-0.0057953863634056,-4.84656050891302e-05,-0.00641014340227305,103
89,2.93333333333333,120.853716389034,0.999349864043138,127.578628476004,1,91820,0.0179666453673615,-0.00580359889003949,-0.00801122538329539,0.00132456545712436,-0.00780898660291111,103
90,2.96666666666667,122.241051577761,1.01082185906043,135.924672263347,1,96724,-0.0399622799895036,-0.0060580210560876,-0.00905429163225723,0.00267633002774144,-0.00805085546775787,103
91,3,121.875694817911,1.00780069232106,134.371657371657,1,95571,-0.0222822872836443,-0.00415185679292166,-0.00731487317049321,0.0040107546543663,-0.00604158154310793,103
92,3.03333333333333,121.992504545839,1.00876660209373,135.163237801185,1,95221,-0.0279780504994465,3.11055780938459e-05,-0.00264605555785221,0.00529154351447257,-0.00183515671741072,103
93,3.06666666666667,120.677242017885,0.99789058216018,128.003635314484,1,86650,0.0199409122477578,0.0052009947157068,0.00342575912573626,0.00645114911532023,0.00333578472874379,103
94,3.1,120.441778642246,0.995943515082206,127.92568361215,1,83149,0.0222302869155753,0.00930584364655425,0.00846285483616488,0.007339233656107,0.00761648857418848,103
95,3.13333333333333,120.856492870795,0.999372823011655,127.811215592786,1,90606,0.00962446994624577,0.0106887005992362,0.0104368630601043,0.00775959255635774,0.00949640206131596,103
96,3.16666666666667,120.885788063913,0.999615067504706,128.107400930478,1,90921,0.00789823532068579,0.0090392694283858,0.00884532196382418,0.00749549834902902,0.00857313479568292,103
97,3.2,120.909526302481,0.999811361058549,127.893881400122,1,90135,0.00112948738799834,0.00555291740584061,0.00496879335064843,0.00637013859760629,0.00574012079990384,103
98,3.23333333333333,120.917016306057,0.999873296547825,127.718523162201,1,90924,0.00229882449412067,0.00220688401520337,0.00111388228887085,0.00431562536420894,0.00267531235505328,103
99,3.26666666666667,121.302407801204,1.00306013225124,131.173577307726,1,90392,-0.0189622808553613,0.000588508852310811,-0.000719637180408062,0.00141396051193909,0.000898918405718525,103
100,3.3,120.537477054585,0.996734853555009,128.969504211852,1,80962,0.00931865310867175,0.000964407507393337,2.66166324453276e-05,-0.00206350371036279,0.000962075986481923,103
101,3.33333333333333,120.473992435466,0.996209893732658,126.574798952763,1,78174,-0.0107250248058599,0.00214424380870614,0.00219309914172058,-0.0057004600556999,0.00215484027365796,103
102,3.36666666666667,120.465761403711,0.996141830617095,130.252241218423,1,80016,0.0115568713714951,0.00224529815611333,0.00364588643903559,-0.00896612209841202,0.0029781230250877,103
103,3.4,119.99475060322,0.992247001450913,128.381468418273,1,78252,0.0314153761036804,-6.54883503123722e-05,0.00260909751591494,-0.0113345529776256,0.00203948231193579,103
104,3.43333333333333,119.142557459205,0.985200142421201,124.64526772517,1,69910,0.037618392737454,-0.00459515405194238,-0.00118951302405994,-0.0123696489591661,-0.00103043696804846,103
105,3.46666666666667,122.006296654902,1.00888065023995,134.692084315186,1,98029,-0.0392305964745248,-0.00954630404722084,-0.00622774249660234,-0.0118428527180041,-0.00523727930795505,103
106,3.5,121.674923044221,1.00614049310886,132.634074012196,1,95768,-0.0284517191484073,-0.0124303391265966,-0.00992200059176762,-0.00976696351887251,-0.00857199813364676,103
107,3.53333333333333,121.286278250019,1.00292675559336,131.475908335684,1,95697,-0.00785349962308812,-0.0114201117143216,-0.00996374536958824,-0.00644132501607545,-0.00898305761327366,103
108,3.56666666666667,120.421570968443,0.995776416074652,131.059819931698,1,80525,0.0245205742111452,-0.00631219965940999,-0.00551645775232018,-0.00237480211518695,-0.00538749572134741,103
109,3.6,120.279762021381,0.994603785590448,125.55325726202,1,90792,0.0374347340416126,0.00142221399625879,0.00234591771977724,0.00179319928341368,0.00169533869382912,103
110,3.63333333333333,120.601838642281,0.997267065106583,128.913292491395,1,91899,0.0238938466674883,0.00939620690716805,0.0111223058178756,0.0054246481393315,0.0102520337399005,103
111,3.66666666666667,120.573873075472,0.997035815408823,128.654481237147,1,93527,0.0283291888165971,0.0153337817321238,0.0179683021537157,0.00801316058232647,0.0175386327217004,103
112,3.7,120.528091845981,0.996657246450962,128.670556071062,1,93759,0.0304438747275311,0.0178226478033942,0.0208162756922548,0.00927392780551468,0.0211468574394671,103
113,3.73333333333333,120.5060046482,0.996474605496597,128.327839119229,1,94281,0.0347972827052911,0.0165614726221911,0.0190470566238254,0.00919600488435123,0.0199230750107747,103
114,3.76666666666667,120.012669181219,0.992395171726697,130.897583481796,1,80267,0.0298854889546567,0.0121923530833693,0.0135201720533552,0.0080184813336128,0.014345748014374,103
115,3.8,120.335206799568,0.995062263270733,129.350380923884,1,86894,0.0273696970587263,0.00595206586507896,0.00608146325734092,0.00615986554017319,0.00626930176838458,103
116,3.83333333333333,120.159097168963,0.993605997458967,128.183457755104,1,85462,0.0292299979554371,-0.000668767930128746,-0.00115405524589298,0.00410385399211187,-0.00182010375305815,103
117,3.86666666666667,120.228300679965,0.994178247294369,128.860916227687,1,84666,0.0250026515180803,-0.00620038134851248,-0.00644678175807609,0.00227821134590597,-0.00769441442131844,103
118,3.9,120.361144775451,0.995276746643245,129.4915173548,1,84722,0.0171769850069952,-0.00944442179114492,-0.00883073644972868,0.00095670271345491,-0.0100794992932738,103
119,3.93333333333333,120.185396569707,0.993823469485013,126.93851975929,1,80595,0.0054070756250344,-0.00974023420300706,-0.00823495342843026,0.000204984298072638,-0.00894837301126907,103
120,3.96666666666667,120.436344018124,0.995898575703921,129.481136688265,1,86579,0.0193794587214442,-0.00719810893761344,-0.00538335169474202,-0.000105167340940187,-0.00536556570495111,103
121,4,120.346662599102,0.995156992270788,130.791512448383,1,85647,0.0254741500816651,-0.00277046047768751,-0.00154431639154724,-0.000238156397932506,-0.00102233825275352,103
122,4.03333333333333,120.413180135961,0.99570703155301,127.854367080561,1,94388,0.0335811698878052,0.00194979381218192,0.00181416138302458,-0.00048535087427199,0.00236476062879403,103
123,4.06666666666667,120.547572444279,0.99681833320809,128.292469015448,1,95397,0.0272749717657381,0.00519826298563748,0.00341205714658162,-0.00106761477257614,0.00356279170343158,103
124,4.1,120.549297001948,0.996832593725048,128.230943058275,1,96028,0.0281814604017212,0.00563706766459442,0.00251629545833702,-0.00204955744858926,0.00213010578899479,103
125,4.13333333333333,120.248065520499,0.994341684475204,125.707456270382,1,94444,0.035629172933495,0.00286729254074586,-0.00082433672447978,-0.00331473724278768,-0.00154966706359732,103
126,4.16666666666667,120.096762428224,0.993090546080693,125.494378391846,1,85622,0.0370360647810684,-0.00235632901973715,-0.00576099155027263,-0.00459396440431188,-0.0064542203196108,103
127,4.2,120.289027776883,0.994680404926436,125.498123865842,1,89457,0.029854642749249,-0.00833825539811436,-0.0108836751293992,-0.00554525388422361,-0.0112460639592553,103
128,4.23333333333333,121.925697058207,1.00821416518342,133.391143397353,1,100490,-0.0316890971600052,-0.0130456212809003,-0.0146617625401586,-0.0058768166124947,-0.014658365608792,103
129,4.26666666666667,120.11938901966,0.993277647327971,126.529369925888,1,84826,0.0353283739114858,-0.014863798754776,-0.0159344309937814,-0.00541673250198386,-0.0157719049594935,103
130,4.3,120.919380281732,0.999892844467746,128.715746785141,1,89921,0.00575888089218402,-0.0131637818566177,-0.0142656888386055,-0.00423195171224019,-0.0142560288137068,103
131,4.33333333333333,120.37979363598,0.99543095568862,124.100521643157,1,89397,0.0266020944133374,-0.00844571411503893,-0.0100402299308619,-0.00256767381762537,-0.010365309443627,103
132,4.36666666666667,120.549145985952,0.996831344960677,124.46011860745,1,91956,0.0221458429185049,-0.00206486656191471,-0.00429814337142579,-0.000840226324353958,-0.0049160997920614,103
133,4.4,120.408199354495,0.995665845039015,123.205332621843,1,93700,0.03066349646071,0.00426308968042162,0.00158997766659705,0.000516583068097338,0.000923670159518949,103
134,4.43333333333333,120.62154410933,0.997430011322931,123.597906227059,1,93993,0.0237679621874392,0.00895403853696275,0.00627742121807902,0.00116360539173578,0.00584522621336925,103
135,4.46666666666667,120.537379694757,0.996734048478148,123.378556315716,1,93109,0.0290567639249901,0.0109177426167724,0.00873713879875638,0.000984771323000434,0.00869675898348998,103
136,4.5,120.436424912655,0.995899244627816,122.292167929904,1,93015,0.0304453090330461,0.00977272808331509,0.00847297673895799,0.000137555437739981,0.00876931963284083,103
137,4.53333333333333,120.601098247628,0.99726094271898,122.821548608697,1,94911,0.0268708440897456,0.00593671138531749,0.0056504381649406,-0.000960480889744587,0.00605288998297536,103
138,4.56666666666667,120.472671804017,0.996198973316653,124.369380335442,1,82975,0.0234413094031116,0.000585337285428558,0.0011336187625314,-0.001732697648368,0.00135927821175362,103
139,4.6,120.630605696046,0.99750494236951,124.660523053945,1,86594,0.0202668383452467,-0.00456550176259496,-0.00361973657390944,-0.00160066317898929,-0.00376107241201303,103
140,4.63333333333333,121.733601108594,1.00662570711308,130.42278535151,1,93525,-0.00642425676075198,-0.00767534873916446,-0.00685561934520561,-0.000167150590244802,-0.00737548141429925,103
141,4.66666666666667,121.504583630765,1.00473194172323,129.449880090727,1,92292,0.00591860987931714,-0.00732321534281648,-0.00700653403712716,0.0026447228340374,-0.00773588824414312,103
142,4.7,120.78590169,0.998789098414369,123.381477554679,1,91489,0.025075801341901,-0.00301602584806995,-0.00325301656296006,0.00650478650084667,-0.00393203159608792,103
143,4.73333333333333,121.00250964682,1.00058024839855,124.705454178558,1,92504,0.0193167817653772,0.00452303632305637,0.00402979088400925,0.0107080114778658,0.00363199670394859,103
144,4.76666666666667,121.287223909613,1.00293457533458,126.330374504229,1,94970,0.00916557759160064,0.0134092339236904,0.013152359162933,0.0143008590318638,0.0131385419258966,103
145,4.8,120.644612126424,0.997620762757269,123.474621324458,1,91041,0.0335821521357662,0.021024782471968,0.0214510186953541,0.0162905645892755,0.0217724987673637,103
146,4.83333333333333,120.57714896404,0.997062904015556,121.831316385165,1,91888,0.0314741266477419,0.0247527563232274,0.026057881135315,0.0158748092050415,0.0265553443722237,103
147,4.86666666666667,120.365477762083,0.995312576485563,121.489376624144,1,90304,0.043084562828184,0.0228267157694641,0.0248761456650478,0.0126702851427044,0.025371316935467,103
148,4.9,120.601080058439,0.997260792310993,122.318724350394,1,90401,0.0318839120561389,0.0149975411470725,0.0174017897770423,0.00683023316914838,0.017769284601914,103
149,4.93333333333333,120.480150099543,0.996260811991046,118.348372806663,1,86683,5.16898501947693e-05,0.00272434287087165,0.00504281361619678,-0.000929308762772906,0.005251797719068,103
150,4.96666666666667,120.432154185876,0.99586392961762,115.863878731573,1,83957,-0.00911794895269646,-0.0112269917806868,-0.0092350169830831,-0.00943991181176281,-0.00912411218418795,103
151,5,120.637308774542,0.997560370707039,116.275390710546,1,83715,-0.0178043015557121,-0.0236262833949071,-0.0218319275666643,-0.0173025820354311,-0.0217033433356513,103
152,5.03333333333333,121.644628072685,1.00588998136136,123.805612155345,1,87358,-0.0373621361593603,-0.0317198927503011,-0.0296622678958741,-0.0231609044754579,-0.0293993502293859,103
153,5.06666666666667,121.698682727396,1.00633696399002,126.917826986831,1,90995,-0.0145384795226338,-0.0339258722656446,-0.0310916147303907,-0.0259693519407837,-0.0306285403204049,103
154,5.1,120.662013174055,0.997764653529546,116.266945998511,1,83294,-0.0216584597624809,-0.0301025493210896,-0.0263262404613644,-0.025218476069833,-0.0256918141213539,103
155,5.13333333333333,120.686707155078,0.99796885020066,117.301770684928,1,83527,-0.0151034936928569,-0.021410763763392,-0.0171519844594982,-0.0210154242744423,-0.0164494520057607,103
156,5.16666666666667,120.878459538209,0.999554467289962,119.154147095547,1,84095,-0.0175192244053382,-0.00990565011334417,-0.00617760585717687,-0.0140716056266288,-0.00552567185102687,103
157,5.2,120.877904369425,0.999549876551126,120.566944224161,1,85748,-0.00612355112457297,0.00200553966874471,0.00408773692156446,-0.00553897473454648,0.00464553707949264,103
158,5.23333333333333,120.929356855048,0.999975341617891,124.537481630299,1,89595,0.0243195716769877,0.0121404664658159,0.0119612423460262,0.00322201157657228,0.012495935168044,103
159,5.26666666666667,120.877694121757,0.999548137994925,124.791343205568,1,90557,0.032639852939623,0.0190413363692036,0.0168653593670741,0.0109070523290125,0.0175057391638797,103
160,5.3,120.744981186404,0.998450723220568,124.930977511266,1,90386,0.0387486811662887,0.0222375851439022,0.0191112420323024,0.0165132589842658,0.0199208521775587,103
