x,y,R,G,B,Y,Cb,Cr,isAdaptiveSkin,isUsable,isEye,isBrow,isMouth,isHairline,isEar,isBeard,isSpecular,lightClass
83,229,0.650980392156863,0.635294117647059,0.690196078431373,158,134,129,0,0,1,0,0,0,0,0,0,medium
83,230,0.674509803921569,0.658823529411765,0.713725490196078,163,134,129,0,0,1,0,0,0,0,0,0,medium
83,231,0.717647058823529,0.694117647058824,0.749019607843137,171,133,130,0,0,1,0,0,0,0,0,0,medium
83,232,0.764705882352941,0.741176470588235,0.796078431372549,181,133,130,0,0,1,0,0,0,0,0,0,bright
83,233,0.776470588235294,0.752941176470588,0.8,184,132,130,0,0,1,0,0,0,0,0,0,bright
83,234,0.768627450980392,0.745098039215686,0.792156862745098,182,132,130,0,0,1,0,0,0,0,0,0,bright
83,235,0.780392156862745,0.749019607843137,0.8,183,133,131,0,0,1,0,0,0,0,0,0,bright
83,236,0.792156862745098,0.76078431372549,0.811764705882353,186,133,131,0,0,0,0,0,0,0,0,0,bright
83,237,0.8,0.768627450980392,0.819607843137255,188,133,131,0,0,0,0,0,0,0,0,0,bright
83,238,0.792156862745098,0.76078431372549,0.811764705882353,186,133,131,0,0,0,0,0,0,0,0,0,bright
83,239,0.780392156862745,0.749019607843137,0.8,183,133,131,0,0,0,0,0,0,0,0,0,bright
83,240,0.776470588235294,0.745098039215686,0.796078431372549,183,133,131,0,0,0,0,0,0,0,0,0,bright
83,241,0.784313725490196,0.745098039215686,0.788235294117647,183,131,132,0,0,0,0,0,0,0,0,0,bright
83,242,0.776470588235294,0.737254901960784,0.772549019607843,181,130,132,0,0,0,0,0,0,0,0,0,bright
83,243,0.776470588235294,0.737254901960784,0.768627450980392,181,130,132,0,0,0,0,0,0,0,0,0,bright
83,244,0.772549019607843,0.733333333333333,0.764705882352941,180,130,132,0,0,0,0,0,0,0,0,0,bright
83,245,0.768627450980392,0.733333333333333,0.752941176470588,179,129,132,0,0,0,0,0,0,0,0,0,bright
83,246,0.776470588235294,0.741176470588235,0.76078431372549,181,129,132,0,0,0,0,0,0,0,0,0,bright
83,247,0.776470588235294,0.741176470588235,0.752941176470588,181,128,132,0,0,0,0,0,0,0,0,0,bright
83,248,0.764705882352941,0.72156862745098,0.737254901960784,177,128,133,0,0,0,0,0,0,0,0,0,bright
83,249,0.749019607843137,0.701960784313725,0.709803921568627,173,127,133,0,0,0,0,0,0,0,0,0,bright
83,250,0.745098039215686,0.690196078431373,0.690196078431373,171,126,134,0,0,0,0,0,0,0,0,0,medium
83,251,0.741176470588235,0.67843137254902,0.67843137254902,169,126,135,0,0,0,0,0,0,0,0,0,medium
83,252,0.745098039215686,0.682352941176471,0.682352941176471,170,126,135,0,0,0,0,0,0,0,0,0,medium
