frame_index,time_s,R_skin_raw,R_normalized,G_skin_raw,G_normalized,B_skin_raw,B_normalized,frame_luminance,face_detected,skin_pixel_count,BVP_detrended,BVP_butterworth,BVP_cheby1,BVP_cheby2,BVP_elliptic,gt_bpm,bisenet_conf,vote_mean,highconf_pct,roi_coverage,green_cv,hair_rej_frac,clust_agree,quality_score,BVP_pca
1,0.0,155.3748779296875,1.0046485198155044,120.8819808959961,1.0006115481033242,108.43507385253906,1.0016665908268452,128.1311492919922,1.0,67591.0,-0.0009127407626221828,-0.00045316708036459674,-0.0005924392684637912,0.0002730075215573651,-0.0005574570924056383,,0.969325602054596,0.7664235376504762,0.37031557455874303,0.882481199080844,0.35734865069389343,0.0658032170461667,0.38732967406903285,0.6925535281301642,-0.0014521216900293572
2,0.03333514788604609,155.2962188720703,1.0041399131034143,120.8774185180664,1.0005737826066852,108.547119140625,1.0027016066916186,128.08401489257812,1.0,67872.0,0.0004635861962665466,0.00012249508106024296,-9.165140639237905e-05,0.00039362701731414937,-8.981503403450561e-05,,0.969478189945221,0.7653818953323904,0.36922442244224424,0.8861499895550449,0.35818663239479065,0.061024650094004596,0.3878624469589816,0.6932544719295389,-0.003540761310057084
3,0.06667029577209219,155.29641723632812,1.0041411957197592,120.85182189941406,1.0003619042768788,108.53700256347656,1.0026081550344834,128.1505584716797,1.0,67833.0,0.0009829856212567323,0.0005249997235050359,0.000259202212155136,0.00047814319216307174,0.00023910717992285882,,0.9693562388420105,0.7653747684263804,0.36862589005351376,0.8856407979945686,0.358353853225708,0.061886358888656776,0.3881444134860614,0.6931410786708059,-0.0023676647708845214
4,0.10000544365813828,155.2847137451172,1.004065521355419,120.8936767578125,1.0007083616590897,108.54535675048828,1.002685326651801,128.19354248046875,1.0,67913.0,-6.908292120230697e-05,0.000642318928833427,0.00038007079185454134,0.0005168355391560911,0.0003567921261241749,,0.9692153334617615,0.7654695468221596,0.36960523022101804,0.8866852935032379,0.35816723108291626,0.06101159390014623,0.38814365438134085,0.6932646185821171,-0.0026689861395143896
5,0.13334059154418437,155.32102966308594,1.0043003388093035,120.85045623779297,1.0003505998890887,108.45816040039062,1.0018798523008208,128.17083740234375,1.0,67947.0,-8.131001356195822e-05,0.00046860045487845154,0.0002731762507623309,0.0005085260201781732,0.0002576855206549041,,0.9688006043434143,0.7648166953655055,0.36769835312817345,0.8813183392349897,0.3585514724254608,0.06552784155025487,0.38580069760254315,0.6918391750314226,-0.00403387277773944
6,0.16667573943023045,155.41342163085938,1.0048977420375682,120.86433410644531,1.0004654752041164,108.37644958496094,1.0011250504547278,127.81876373291016,1.0,67985.0,-0.0010774852218380093,9.535643867060302e-05,1.2168189633190689e-05,0.0004589041768982683,-2.1027307279166637e-06,,0.9688892960548401,0.7680174548307225,0.37321467970875927,0.8818112248206804,0.3575306534767151,0.06506089731117942,0.38390821504743694,0.6921977144195532,-0.002281945198726751
7,0.20001088731627656,155.45770263671875,1.0051840614708338,120.82694244384766,1.0001559623294871,108.41596221923828,1.0014900475379132,127.92064666748047,1.0,67663.0,0.0009207685217634543,-0.0003332583700599843,-0.0002927443206960691,0.0003787394789977227,-0.00032483365723879297,,0.968670666217804,0.767238618841415,0.3736015252057993,0.8776346680156167,0.357242226600647,0.06910774738316666,0.38464153229977976,0.6914864572013832,-0.0015154251774412153
8,0.23334603520232264,155.4642333984375,1.0052262891474149,120.97856140136719,1.0014110019861913,108.37157440185547,1.0010800160588684,127.82585906982422,1.0,67818.0,-0.0037700421282701457,-0.000676481374039455,-0.0005349025925830368,0.0002773222129741316,-0.0006033003478890103,,0.9683258533477783,0.7663255576199043,0.37262968533427704,0.8796451223783026,0.3572355806827545,0.06759017860617145,0.38360022412928724,0.6912521911097955,-0.0027062387986077404
9,0.26668118308836875,155.5358123779297,1.0056891163222768,120.96508026123047,1.0012994106273931,108.5481948852539,1.0027115438587801,127.96656799316406,1.0,67516.0,8.310066591937781e-05,-0.0008397080373456422,-0.000639742725418077,0.00016254154856212258,-0.0007457612948245972,,0.9680284261703491,0.7655814917945376,0.37235618223828426,0.8757279790393919,0.35733410716056824,0.07324539216830746,0.38356833935659695,0.690117810025885,-0.0009742776005654263
10,0.3000163309744148,155.5309295654297,1.005657544227637,121.0257339477539,1.0018014770124783,108.55577850341797,1.0027815973634502,127.90281677246094,1.0,67805.0,-0.0014262685056878333,-0.0007909606836762573,-0.0005754193187351429,3.451782929330864e-05,-0.0007014720480963472,,0.9680027961730957,0.7645503035666003,0.3706806282722513,0.8794765036253032,0.3567337989807129,0.0685629791042453,0.38430794189219086,0.6908022714783528,-0.0006778411448019571
11,0.3333514788604609,155.16278076171875,1.003277106954583,120.6237564086914,0.9984740715159539,108.19326782226562,0.9994329129827674,128.35006713867188,1.0,67876.0,0.00034115620964830784,-0.0005539799394810911,-0.00035043273245670864,-0.00010871943224618097,-0.0004681450542264768,,0.9587423801422119,0.7640943288742217,0.3720313512876422,0.8803974214301464,0.3576502799987793,0.06927636613616613,0.4294596028051152,0.6973121627896338,-0.0030781667203608146
12,0.366686626746507,155.12435913085938,1.003028674034885,120.6689224243164,0.9988479373020802,108.18413543701172,0.9993485527764393,128.270751953125,1.0,67829.0,-0.0012966623104507802,-0.0001919157328517852,-7.774066467751554e-06,-0.0002715758182424325,-9.729610901697e-05,,0.9595914483070374,0.7642896106385174,0.372790399386693,0.8797877997846868,0.3575208783149719,0.0685629791042453,0.42960975394005513,0.6977076583357946,-0.0035876712108914646
13,0.4000217746325531,155.1727294921875,1.0033414350974117,120.64788818359375,0.998673824468913,108.18281555175781,0.9993363603656668,128.32603454589844,1.0,67532.0,-0.00037718489590227167,0.00020599421769848143,0.0003795281409756791,-0.0004526646296173811,0.0003186967952198127,,0.9604175090789795,0.763573811921262,0.3716756500621927,0.8759355098123144,0.357954740524292,0.07346589361453754,0.42847835100396847,0.696760266876465,-0.003506914098737929
14,0.4333569225185992,155.1666259765625,1.003301969979112,120.68682861328125,0.9989961574034382,108.05757141113281,0.9981794203931678,128.13876342773438,1.0,68117.0,-0.0035256499423566012,0.0005350330253485947,0.0007157673526545546,-0.0006428906822086753,0.0006645895976613771,,0.9600931406021118,0.7647185479885099,0.3743705682869181,0.8835233536972904,0.3568394184112549,0.0653073401040248,0.4286448316866568,0.6982467866689173,-0.002090611650446352
15,0.4666920704046453,155.18524169921875,1.0034223385899266,120.63313293457031,0.9985516865583778,108.23843383789062,0.9998501330508226,128.41317749023438,1.0,68081.0,0.0010501939519036996,0.0006942352888554108,0.0009019523917997666,-0.0008194405773173365,0.0008379982502681847,,0.961195707321167,0.7662490268944345,0.3768746052496291,0.8807829641896088,0.35756915807724,0.06911095011384806,0.4233927233736285,0.6971695248656886,-0.0012962469248469395
16,0.5000272182906914,155.1637420654297,1.0032833227107152,120.64183044433594,0.9986236809834089,108.18438720703125,0.9993508784964132,128.2480926513672,1.0,68473.0,-0.0002360238317086205,0.0006218560322208239,0.0008706178168265851,-0.0009507698243212276,0.0007831784313505332,,0.9610829949378967,0.7656107760236396,0.3767762475720357,0.8858543779755744,0.35817524790763855,0.0640654108880149,0.42307186774349015,0.6977568117458178,-0.00403384873204804
17,0.5333623661767375,155.1302490234375,1.0030667578740444,120.64984130859375,0.9986899916380427,108.20755767822266,0.99956491521038,128.25601196289062,1.0,67769.0,-0.00031594716939015166,0.0003366065960622829,0.0006255444543579953,-0.000998051545826837,0.000524620631416544,,0.961323618888855,0.7652269720176875,0.3760568991721879,0.8767465328089422,0.35774362087249756,0.07334144069550817,0.4231728371379244,0.6962762360420549,-0.002904525063112024
18,0.5666975140627836,155.06053161621094,1.002615967560264,120.68814849853516,0.9990070828732016,108.1668930053711,0.9991892761964047,128.1757049560547,1.0,67923.0,-0.002539040519204727,-4.203128924027894e-05,0.00026420439457645824,-0.0009272443494043838,0.0001715341312528614,,0.9617154598236084,0.7657347290314033,0.3775598839862786,0.8787388739391431,0.35786202549934387,0.07072811012212793,0.4224783946527686,0.6967549920731959,-0.003923383892478446
